Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           camlPervasives__string_of_float_1161 [289]
                0.00    0.00       1/7           camlPervasives__output_string_1213 [172]
-----------------------------------------------
                0.51    1.90       1/1           camlEvo_tkn__entry [3]
[4]     84.4    0.51    1.90       1         camlVmr0__run_2555 [4]
                0.01    0.45 1583028/1583028     camlVmr0__free_v_2176 [6]
                0.14    0.26 7420439/16720724     camlVmr0__get_ptn_2466 <cycle 2> [9]
                0.13    0.23 6431047/16720724     camlVmr0__set_ptn_2510 <cycle 2> [29]
                0.06    0.10 2869236/16720724     camlArray__mapi_1279 <cycle 2> [8]
                0.04    0.10 2869236/2869239     camlArray__init_1217 [20]
                0.03    0.11  791514/791514      camlList__fold_left_1286 [21]
                0.05    0.04 8310892/21271922     camlVmr0__set_r_2172 [13]
                0.03    0.02 4254384/14346182     camlVmr0__get_r_2168 [18]
                0.05    0.00 8310892/21271925     caml_apply3 [24]
                0.02    0.00 2869236/2869236     camlVmr0__set_rs_2437 [33]
                0.01    0.00  791514/791514      camlStack__push_1215 [35]
                0.01    0.00 2374540/2374540     camlVmr0__get_idx_2545 [40]
                0.01    0.00 4254384/66091410     caml_apply2 [23]
                0.00    0.00  791514/791514      camlStack__pop_1218 [48]
                0.00    0.00  791514/791514      camlVmr0__set_v_2454 [119]
-----------------------------------------------
[5]     32.2    0.33    0.60 16720724+9597105 <cycle 2 as a whole> [5]
                0.06    0.37 4056507             camlArray__mapi_1279 <cycle 2> [8]
                0.17    0.14 12367400             camlVmr0__get_ptn_2466 <cycle 2> [9]
                0.06    0.08 1879847             camlArray__map_1261 <cycle 2> [22]
                0.04    0.00 8014075             camlVmr0__set_ptn_2510 <cycle 2> [29]
-----------------------------------------------
                0.01    0.45 1583028/1583028     camlVmr0__run_2555 [4]
[6]     15.8    0.01    0.45 1583028         camlVmr0__free_v_2176 [6]
                0.16    0.29 1583028/1583028     camlArray__fold_left_1304 [7]
-----------------------------------------------
                0.16    0.29 1583028/1583028     camlVmr0__free_v_2176 [6]
[7]     15.6    0.16    0.29 1583028         camlArray__fold_left_1304 [7]
                0.18    0.04 37992672/37992672     camlVmr0__fun_4975 [17]
                0.07    0.00 37992672/66091410     caml_apply2 [23]
-----------------------------------------------
                              395757             camlVmr0__get_ptn_2466 <cycle 2> [9]
                              791514             camlVmr0__set_ptn_2510 <cycle 2> [29]
                0.06    0.10 2869236/16720724     camlVmr0__run_2555 [4]
[8]     15.1    0.06    0.37 4056507         camlArray__mapi_1279 <cycle 2> [8]
                0.07    0.05 4056507/8805866     caml_make_vect [11]
                0.05    0.04 7717257/21271922     camlVmr0__set_r_2172 [13]
                0.07    0.00 6134229/6134229     camlVmr0__fun_5051 [26]
                0.04    0.00 7717257/21271925     caml_apply3 [24]
                0.02    0.00 4452264/54120529     caml_modify [10]
                0.02    0.00 8508771/66091410     caml_apply2 [23]
                0.01    0.00  791514/791514      camlVmr0__fun_5133 [41]
                0.00    0.00 1583028/1583028     camlVmr0__fun_5179 [118]
                             1583028             camlVmr0__set_ptn_2510 <cycle 2> [29]
                              791514             camlVmr0__get_ptn_2466 <cycle 2> [9]
-----------------------------------------------
                              791514             camlArray__mapi_1279 <cycle 2> [8]
                             4155447             camlArray__map_1261 <cycle 2> [22]
                0.14    0.26 7420439/16720724     camlVmr0__run_2555 [4]
[9]     10.8    0.17    0.14 12367400         camlVmr0__get_ptn_2466 <cycle 2> [9]
                0.07    0.05 10091798/14346182     camlVmr0__get_r_2168 [18]
                0.02    0.00 10091798/66091410     caml_apply2 [23]
                             1879845             camlArray__map_1261 <cycle 2> [22]
                              395757             camlArray__mapi_1279 <cycle 2> [8]
-----------------------------------------------
                0.00    0.00       1/54120529     camlBatInnerIO__input_channel_inner_2473 [113]
                0.00    0.00       1/54120529     camlPervasives__at_exit_1391 [111]
                0.00    0.00       1/54120529     camlPrintexc__register_printer_1430 [112]
                0.00    0.00       1/54120529     caml_install_signal_handler [98]
                0.00    0.00       6/54120529     camlWeak__loop_1425 [75]
                0.00    0.00      24/54120529     caml_update_dummy [76]
                0.00    0.00  791514/54120529     camlStack__push_1215 [35]
                0.00    0.00  791514/54120529     camlStack__pop_1218 [48]
                0.01    0.00 2275605/54120529     camlArray__map_1261 <cycle 2> [22]
                0.02    0.00 3265758/54120529     camlArray__init_1217 [20]
                0.02    0.00 4452264/54120529     camlArray__mapi_1279 <cycle 2> [8]
                0.04    0.00 6925736/54120529     camlVmr0__fun_4975 [17]
                0.08    0.00 14346182/54120529     camlVmr0__get_r_2168 [18]
                0.11    0.00 21271922/54120529     camlVmr0__set_r_2172 [13]
[10]    10.1    0.29    0.00 54120529         caml_modify [10]
                0.00    0.00   15134/336692      caml_darken [50]
                0.00    0.00       2/6           alloc_generic_table [177]
                0.00    0.00       1/1           caml_realloc_ref_table [342]
-----------------------------------------------
                0.00    0.00       1/8805866     camlBatEnum__entry [81]
                0.00    0.00       1/8805866     camlHashtbl__create_inner_2188 [89]
                0.00    0.00       3/8805866     camlWeak__loop_1425 [75]
                0.00    0.00      12/8805866     camlWeak__create_1352 [72]
                0.00    0.00     256/8805866     camlBatBitSet__mk_1484 [61]
                0.03    0.02 1879847/8805866     camlArray__map_1261 <cycle 2> [22]
                0.05    0.04 2869239/8805866     camlArray__init_1217 [20]
                0.07    0.05 4056507/8805866     camlArray__mapi_1279 <cycle 2> [8]
[11]     9.2    0.15    0.11 8805866         caml_make_vect [11]
                0.05    0.02 8805866/8805893     caml_alloc_small [27]
                0.03    0.00 5144854/6005495     caml_page_table_lookup [30]
                0.02    0.00 8805866/8805867     caml_alloc_small_with_my_or_given_profinfo [32]
-----------------------------------------------
                                                 <spontaneous>
[12]     8.6    0.01    0.24                 caml_call_gc [12]
                0.00    0.24    2498/2498        caml_garbage_collection [14]
                0.00    0.00    2498/2532        caml_process_pending_signals [128]
-----------------------------------------------
                0.00    0.00       1/21271922     camlEvo_tkn__entry [3]
                0.03    0.03 5243772/21271922     camlList__fold_left_1286 [21]
                0.05    0.04 7717257/21271922     camlArray__mapi_1279 <cycle 2> [8]
                0.05    0.04 8310892/21271922     camlVmr0__run_2555 [4]
[13]     8.4    0.13    0.11 21271922         camlVmr0__set_r_2172 [13]
                0.11    0.00 21271922/54120529     caml_modify [10]
-----------------------------------------------
                0.00    0.24    2498/2498        caml_call_gc [12]
[14]     8.3    0.00    0.24    2498         caml_garbage_collection [14]
                0.00    0.21    2498/2688        caml_gc_dispatch [15]
                0.00    0.02    1246/1427        caml_major_collection_slice [31]
-----------------------------------------------
                0.00    0.02     190/2688        caml_alloc_small [27]
                0.00    0.21    2498/2688        caml_garbage_collection [14]
[15]     8.1    0.00    0.23    2688         caml_gc_dispatch [15]
                0.06    0.17    1344/1345        caml_empty_minor_heap [16]
                0.00    0.00      83/1427        caml_major_collection_slice [31]
                0.00    0.00    1344/1344        caml_final_do_calls [131]
-----------------------------------------------
                0.00    0.00       1/1345        caml_compact_heap_maybe [52]
                0.06    0.17    1344/1345        caml_gc_dispatch [15]
[16]     8.0    0.06    0.17    1345         caml_empty_minor_heap [16]
                0.16    0.00 21282059/21699951     caml_oldify_one [19]
                0.01    0.00    1345/1345        caml_oldify_local_roots [37]
                0.00    0.00    1345/1345        caml_oldify_mopup [49]
                0.00    0.00    2690/15830       caml_gc_message [124]
                0.00    0.00    1345/1345        caml_final_update_minor_roots [130]
                0.00    0.00    1345/1345        caml_final_empty_young [129]
                0.00    0.00       5/5           caml_adjust_gc_speed [187]
                0.00    0.00       1/8           caml_stat_free [170]
                0.00    0.00       1/1           caml_finalize_channel [319]
-----------------------------------------------
                0.18    0.04 37992672/37992672     camlArray__fold_left_1304 [7]
[17]     7.4    0.18    0.04 37992672         camlVmr0__fun_4975 [17]
                0.04    0.00 6925736/54120529     caml_modify [10]
-----------------------------------------------
                0.03    0.02 4254384/14346182     camlVmr0__run_2555 [4]
                0.07    0.05 10091798/14346182     camlVmr0__get_ptn_2466 <cycle 2> [9]
[18]     6.2    0.10    0.08 14346182         camlVmr0__get_r_2168 [18]
                0.08    0.00 14346182/54120529     caml_modify [10]
-----------------------------------------------
                                  31             caml_oldify_one [19]
                0.00    0.00       8/21699951     caml_final_oldify_young_roots [83]
                0.00    0.00    2690/21699951     caml_thread_scan_roots [60]
                0.00    0.00    3754/21699951     caml_oldify_local_roots [37]
                0.00    0.00    8070/21699951     caml_scan_global_young_roots [55]
                0.00    0.00  403370/21699951     caml_oldify_mopup [49]
                0.16    0.00 21282059/21699951     caml_empty_minor_heap [16]
[19]     5.6    0.16    0.00 21699951+31      caml_oldify_one [19]
                0.00    0.00  340457/340462      caml_alloc_shr [122]
                                  31             caml_oldify_one [19]
-----------------------------------------------
                0.00    0.00       3/2869239     camlBatBitSet__entry [74]
                0.04    0.10 2869236/2869239     camlVmr0__run_2555 [4]
[20]     5.0    0.04    0.10 2869239         camlArray__init_1217 [20]
                0.05    0.04 2869239/8805866     caml_make_vect [11]
                0.02    0.00 3265758/54120529     caml_modify [10]
                0.00    0.00 6134229/6134229     camlVmr0__fun_5300 [117]
                0.00    0.00     256/256         camlBytes__sub_1234 [137]
-----------------------------------------------
                0.03    0.11  791514/791514      camlVmr0__run_2555 [4]
[21]     4.9    0.03    0.11  791514         camlList__fold_left_1286 [21]
                0.03    0.03 5243772/21271922     camlVmr0__set_r_2172 [13]
                0.03    0.00 5243772/21271925     caml_apply3 [24]
                0.01    0.00 5243772/66091410     caml_apply2 [23]
                0.01    0.00 5243772/5243772     camlVmr0__fun_5083 [38]
-----------------------------------------------
                             1879845             camlVmr0__get_ptn_2466 <cycle 2> [9]
                0.00    0.00       2/16720724     camlVmr0__print_nd_2309 [78]
[22]     4.8    0.06    0.08 1879847         camlArray__map_1261 <cycle 2> [22]
                0.03    0.02 1879847/8805866     caml_make_vect [11]
                0.01    0.00 2275605/54120529     caml_modify [10]
                0.01    0.00 4155447/4155447     camlVmr0__fun_5120 [39]
                0.00    0.00       5/5           camlVmr0__fun_4990 [186]
                             4155447             camlVmr0__get_ptn_2466 <cycle 2> [9]
-----------------------------------------------
                0.00    0.00       1/66091410     camlBatInnerIO__wrap_in_1522 [80]
                0.00    0.00       3/66091410     camlTy__entry [100]
                0.00    0.00       3/66091410     camlList__fold_right_1292 [110]
                0.00    0.00       6/66091410     camlBatInnerIO__wrap_out_1554 [71]
                0.01    0.00 4254384/66091410     camlVmr0__run_2555 [4]
                0.01    0.00 5243772/66091410     camlList__fold_left_1286 [21]
                0.02    0.00 8508771/66091410     camlArray__mapi_1279 <cycle 2> [8]
                0.02    0.00 10091798/66091410     camlVmr0__get_ptn_2466 <cycle 2> [9]
                0.07    0.00 37992672/66091410     camlArray__fold_left_1304 [7]
[23]     4.5    0.13    0.00 66091410         caml_apply2 [23]
-----------------------------------------------
                0.00    0.00       1/21271925     camlEvo_tkn__entry [3]
                0.00    0.00       3/21271925     camlWeak__loop_1425 [75]
                0.03    0.00 5243772/21271925     camlList__fold_left_1286 [21]
                0.04    0.00 7717257/21271925     camlArray__mapi_1279 <cycle 2> [8]
                0.05    0.00 8310892/21271925     camlVmr0__run_2555 [4]
[24]     4.2    0.12    0.00 21271925         caml_apply3 [24]
-----------------------------------------------
                                                 <spontaneous>
[25]     3.1    0.09    0.00                 caml_initialize [25]
-----------------------------------------------
                0.07    0.00 6134229/6134229     camlArray__mapi_1279 <cycle 2> [8]
[26]     2.4    0.07    0.00 6134229         camlVmr0__fun_5051 [26]
-----------------------------------------------
                0.00    0.00       1/8805893     caml_thread_new_descriptor [96]
                0.00    0.00       1/8805893     caml_install_signal_handler [98]
                0.00    0.00       1/8805893     caml_sys_get_argv [104]
                0.00    0.00       1/8805893     caml_sys_get_config [105]
                0.00    0.00       1/8805893     caml_obj_dup [102]
                0.00    0.00       2/8805893     caml_ml_out_channels_list [88]
                0.00    0.00      20/8805893     caml_alloc_custom [73]
                0.05    0.02 8805866/8805893     caml_make_vect [11]
[27]     2.4    0.05    0.02 8805893         caml_alloc_small [27]
                0.00    0.02     190/2688        caml_gc_dispatch [15]
                0.00    0.00      98/1427        caml_major_collection_slice [31]
-----------------------------------------------
                                                 <spontaneous>
[28]     1.7    0.05    0.00                 caml_alloc_custom_table [28]
-----------------------------------------------
                             1583028             camlArray__mapi_1279 <cycle 2> [8]
                0.13    0.23 6431047/16720724     camlVmr0__run_2555 [4]
[29]     1.4    0.04    0.00 8014075         camlVmr0__set_ptn_2510 <cycle 2> [29]
                              791514             camlArray__mapi_1279 <cycle 2> [8]
-----------------------------------------------
                0.00    0.00       1/6005495     caml_obj_tag [115]
                0.00    0.00       4/6005495     generic_final_register [94]
                0.00    0.00     252/6005495     clean_slice [70]
                0.00    0.00     487/6005495     extern_value [67]
                0.00    0.00   19620/6005495     invert_pointer_at [53]
                0.00    0.00  319234/6005495     caml_darken [50]
                0.00    0.00  521043/6005495     mark_slice [36]
                0.03    0.00 5144854/6005495     caml_make_vect [11]
[30]     1.0    0.03    0.00 6005495         caml_page_table_lookup [30]
-----------------------------------------------
                0.00    0.00      83/1427        caml_gc_dispatch [15]
                0.00    0.00      98/1427        caml_alloc_small [27]
                0.00    0.02    1246/1427        caml_garbage_collection [14]
[31]     0.9    0.00    0.02    1427         caml_major_collection_slice [31]
                0.01    0.00     440/441         mark_slice [36]
                0.01    0.00     821/822         sweep_slice [42]
                0.00    0.00      82/82          caml_compact_heap_maybe [52]
                0.00    0.00       1/2           do_compaction [54]
                0.00    0.00       1/1           caml_compact_heap [58]
                0.00    0.00      83/84          start_cycle [59]
                0.00    0.00      83/84          clean_slice [70]
                0.00    0.00   11251/15830       caml_gc_message [124]
                0.00    0.00      83/84          init_sweep_phase [147]
                0.00    0.00      82/83          caml_request_minor_gc [148]
-----------------------------------------------
                0.00    0.00       1/8805867     caml_obj_dup [102]
                0.02    0.00 8805866/8805867     caml_make_vect [11]
[32]     0.7    0.02    0.00 8805867         caml_alloc_small_with_my_or_given_profinfo [32]
-----------------------------------------------
                0.02    0.00 2869236/2869236     camlVmr0__run_2555 [4]
[33]     0.7    0.02    0.00 2869236         camlVmr0__set_rs_2437 [33]
-----------------------------------------------
                                                 <spontaneous>
[34]     0.7    0.02    0.00                 caml_c_call [34]
-----------------------------------------------
                0.01    0.00  791514/791514      camlVmr0__run_2555 [4]
[35]     0.5    0.01    0.00  791514         camlStack__push_1215 [35]
                0.00    0.00  791514/54120529     caml_modify [10]
-----------------------------------------------
                0.00    0.00       1/441         caml_finish_major_cycle [56]
                0.01    0.00     440/441         caml_major_collection_slice [31]
[36]     0.5    0.01    0.00     441         mark_slice [36]
                0.00    0.00  521043/6005495     caml_page_table_lookup [30]
                0.00    0.00     172/172         caml_darken_all_roots_slice [51]
                0.00    0.00     882/15830       caml_gc_message [124]
                0.00    0.00     168/168         generic_final_update [140]
                0.00    0.00      84/84          caml_final_update_clean_phase [145]
                0.00    0.00      84/84          caml_final_update_mark_phase [146]
-----------------------------------------------
                0.01    0.00    1345/1345        caml_empty_minor_heap [16]
[37]     0.4    0.01    0.00    1345         caml_oldify_local_roots [37]
                0.00    0.00    1345/1345        caml_scan_global_young_roots [55]
                0.00    0.00    3754/21699951     caml_oldify_one [19]
                0.00    0.00    1345/1345        caml_final_oldify_young_roots [83]
-----------------------------------------------
                0.01    0.00 5243772/5243772     camlList__fold_left_1286 [21]
[38]     0.3    0.01    0.00 5243772         camlVmr0__fun_5083 [38]
-----------------------------------------------
                0.01    0.00 4155447/4155447     camlArray__map_1261 <cycle 2> [22]
[39]     0.3    0.01    0.00 4155447         camlVmr0__fun_5120 [39]
-----------------------------------------------
                0.01    0.00 2374540/2374540     camlVmr0__run_2555 [4]
[40]     0.3    0.01    0.00 2374540         camlVmr0__get_idx_2545 [40]
-----------------------------------------------
                0.01    0.00  791514/791514      camlArray__mapi_1279 <cycle 2> [8]
[41]     0.3    0.01    0.00  791514         camlVmr0__fun_5133 [41]
-----------------------------------------------
                0.00    0.00       1/822         caml_finish_major_cycle [56]
                0.01    0.00     821/822         caml_major_collection_slice [31]
[42]     0.3    0.01    0.00     822         sweep_slice [42]
                0.00    0.00  332666/332669      caml_fl_merge_block [123]
                0.00    0.00     822/15830       caml_gc_message [124]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.3    0.01    0.00                 camlArray__fill_1299 [43]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.3    0.01    0.00                 camlVmr0__fun_5126 [44]
-----------------------------------------------
                                                 <spontaneous>
[45]     0.3    0.01    0.00                 caml_allocN [45]
-----------------------------------------------
                                                 <spontaneous>
[46]     0.2    0.01    0.00                 camlVmr0__add_r_2463 [46]
-----------------------------------------------
                                                 <spontaneous>
[47]     0.2    0.01    0.00                 camlVmr0__fun_4969 [47]
-----------------------------------------------
                0.00    0.00  791514/791514      camlVmr0__run_2555 [4]
[48]     0.1    0.00    0.00  791514         camlStack__pop_1218 [48]
                0.00    0.00  791514/54120529     caml_modify [10]
-----------------------------------------------
                0.00    0.00    1345/1345        caml_empty_minor_heap [16]
[49]     0.1    0.00    0.00    1345         caml_oldify_mopup [49]
                0.00    0.00  403370/21699951     caml_oldify_one [19]
-----------------------------------------------
                0.00    0.00     168/336692      caml_thread_scan_roots [60]
                0.00    0.00     336/336692      caml_final_do_roots [69]
                0.00    0.00     504/336692      caml_scan_global_roots [68]
                0.00    0.00    1014/336692      caml_do_local_roots [62]
                0.00    0.00   15134/336692      caml_modify [10]
                0.00    0.00  319536/336692      caml_darken_all_roots_slice [51]
[50]     0.1    0.00    0.00  336692         caml_darken [50]
                0.00    0.00  319234/6005495     caml_page_table_lookup [30]
-----------------------------------------------
                0.00    0.00     172/172         mark_slice [36]
[51]     0.1    0.00    0.00     172         caml_darken_all_roots_slice [51]
                0.00    0.00  319536/336692      caml_darken [50]
-----------------------------------------------
                0.00    0.00      82/82          caml_major_collection_slice [31]
[52]     0.0    0.00    0.00      82         caml_compact_heap_maybe [52]
                0.00    0.00       1/1345        caml_empty_minor_heap [16]
                0.00    0.00       1/1           caml_finish_major_cycle [56]
                0.00    0.00      80/82          caml_clip_heap_chunk_wsz [149]
                0.00    0.00       5/15830       caml_gc_message [124]
-----------------------------------------------
                0.00    0.00       4/27558       caml_thread_scan_roots [60]
                0.00    0.00       8/27558       caml_final_do_roots [69]
                0.00    0.00       8/27558       caml_final_invert_finalisable_values [90]
                0.00    0.00      12/27558       caml_scan_global_roots [68]
                0.00    0.00      24/27558       caml_do_local_roots [62]
                0.00    0.00    7608/27558       caml_do_roots [57]
                0.00    0.00   19894/27558       do_compaction [54]
[53]     0.0    0.00    0.00   27558         invert_pointer_at [53]
                0.00    0.00   19620/6005495     caml_page_table_lookup [30]
-----------------------------------------------
                0.00    0.00       1/2           caml_major_collection_slice [31]
                0.00    0.00       1/2           caml_compact_heap [58]
[54]     0.0    0.00    0.00       2         do_compaction [54]
                0.00    0.00   19894/27558       invert_pointer_at [53]
                0.00    0.00       2/86          caml_do_roots [57]
                0.00    0.00       2/2           caml_final_invert_finalisable_values [90]
                0.00    0.00    9724/9724        compact_allocate [125]
                0.00    0.00       2/15830       caml_gc_message [124]
                0.00    0.00       2/87          caml_fl_init_merge [143]
                0.00    0.00       2/2           caml_fl_reset [241]
                0.00    0.00       2/4           caml_make_free_blocks [200]
                0.00    0.00       1/1           caml_free_for_heap [321]
                0.00    0.00       1/1           caml_shrink_heap [344]
-----------------------------------------------
                0.00    0.00    1345/1345        caml_oldify_local_roots [37]
[55]     0.0    0.00    0.00    1345         caml_scan_global_young_roots [55]
                0.00    0.00    8070/21699951     caml_oldify_one [19]
-----------------------------------------------
                0.00    0.00       1/1           caml_compact_heap_maybe [52]
[56]     0.0    0.00    0.00       1         caml_finish_major_cycle [56]
                0.00    0.00       1/441         mark_slice [36]
                0.00    0.00       1/822         sweep_slice [42]
                0.00    0.00       1/84          start_cycle [59]
                0.00    0.00       1/84          clean_slice [70]
                0.00    0.00       1/84          init_sweep_phase [147]
                0.00    0.00       1/83          caml_request_minor_gc [148]
-----------------------------------------------
                0.00    0.00       2/86          do_compaction [54]
                0.00    0.00      84/86          start_cycle [59]
[57]     0.0    0.00    0.00      86         caml_do_roots [57]
                0.00    0.00    7608/27558       invert_pointer_at [53]
                0.00    0.00      86/86          caml_do_local_roots [62]
                0.00    0.00      86/86          caml_scan_global_roots [68]
                0.00    0.00      86/86          caml_final_do_roots [69]
                0.00    0.00    7608/7664        invert_root [126]
-----------------------------------------------
                0.00    0.00       1/1           caml_major_collection_slice [31]
[58]     0.0    0.00    0.00       1         caml_compact_heap [58]
                0.00    0.00       1/2           do_compaction [54]
                0.00    0.00       2/15830       caml_gc_message [124]
                0.00    0.00       1/82          caml_clip_heap_chunk_wsz [149]
                0.00    0.00       1/2           caml_alloc_for_heap [235]
                0.00    0.00       1/4           caml_make_free_blocks [200]
                0.00    0.00       1/82          caml_page_table_add [150]
-----------------------------------------------
                0.00    0.00       1/84          caml_finish_major_cycle [56]
                0.00    0.00      83/84          caml_major_collection_slice [31]
[59]     0.0    0.00    0.00      84         start_cycle [59]
                0.00    0.00      84/86          caml_do_roots [57]
                0.00    0.00      84/15830       caml_gc_message [124]
                0.00    0.00      84/84          caml_darken_all_roots_start [144]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.0    0.00    0.00                 caml_thread_scan_roots [60]
                0.00    0.00    2690/21699951     caml_oldify_one [19]
                0.00    0.00     168/336692      caml_darken [50]
                0.00    0.00       4/27558       invert_pointer_at [53]
                0.00    0.00       4/7664        invert_root [126]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.0    0.00    0.00                 camlBatBitSet__mk_1484 [61]
                0.00    0.00     256/8805866     caml_make_vect [11]
-----------------------------------------------
                0.00    0.00      86/86          caml_do_roots [57]
[62]     0.0    0.00    0.00      86         caml_do_local_roots [62]
                0.00    0.00    1014/336692      caml_darken [50]
                0.00    0.00      24/27558       invert_pointer_at [53]
                0.00    0.00      24/7664        invert_root [126]
-----------------------------------------------
                0.00    0.00       1/1           camlEvo_tkn__entry [3]
[63]     0.0    0.00    0.00       1         camlUtil__open_out_close_1221 [63]
                0.00    0.00       1/1           camlEvo_tkn__fun_2645 [64]
                0.00    0.00       1/1           camlPervasives__open_out_gen_1190 [107]
                0.00    0.00       1/1           camlPervasives__close_out_1236 [286]
-----------------------------------------------
                0.00    0.00       1/1           camlUtil__open_out_close_1221 [63]
[64]     0.0    0.00    0.00       1         camlEvo_tkn__fun_2645 [64]
                0.00    0.00       1/1           caml_output_value [66]
-----------------------------------------------
                0.00    0.00       1/1           caml_output_value [66]
[65]     0.0    0.00    0.00       1         caml_output_val [65]
                0.00    0.00       1/1           extern_value [67]
                0.00    0.00       2/2           caml_really_putblock [251]
                0.00    0.00       1/1           init_extern_output [351]
                0.00    0.00       1/2           caml_channel_binary_mode [236]
-----------------------------------------------
                0.00    0.00       1/1           camlEvo_tkn__fun_2645 [64]
[66]     0.0    0.00    0.00       1         caml_output_value [66]
                0.00    0.00       1/1           caml_output_val [65]
-----------------------------------------------
                0.00    0.00       1/1           caml_output_val [65]
[67]     0.0    0.00    0.00       1         extern_value [67]
                0.00    0.00     487/6005495     caml_page_table_lookup [30]
                0.00    0.00     479/479         writeblock [132]
                0.00    0.00       7/7           writecode8 [176]
                0.00    0.00       1/3           caml_convert_flag_list [213]
                0.00    0.00       1/1           writecode32 [355]
                0.00    0.00       1/1           writecode16 [354]
                0.00    0.00       1/1           extern_replay_trail [348]
-----------------------------------------------
                0.00    0.00      86/86          caml_do_roots [57]
[68]     0.0    0.00    0.00      86         caml_scan_global_roots [68]
                0.00    0.00     504/336692      caml_darken [50]
                0.00    0.00      12/27558       invert_pointer_at [53]
                0.00    0.00      12/7664        invert_root [126]
-----------------------------------------------
                0.00    0.00      86/86          caml_do_roots [57]
[69]     0.0    0.00    0.00      86         caml_final_do_roots [69]
                0.00    0.00     336/336692      caml_darken [50]
                0.00    0.00       8/27558       invert_pointer_at [53]
                0.00    0.00       8/7664        invert_root [126]
-----------------------------------------------
                0.00    0.00       1/84          caml_finish_major_cycle [56]
                0.00    0.00      83/84          caml_major_collection_slice [31]
[70]     0.0    0.00    0.00      84         clean_slice [70]
                0.00    0.00     252/6005495     caml_page_table_lookup [30]
                0.00    0.00      84/15830       caml_gc_message [124]
-----------------------------------------------
                                                 <spontaneous>
[71]     0.0    0.00    0.00                 camlBatInnerIO__wrap_out_1554 [71]
                0.00    0.00       3/6           camlWeak__create_1352 [72]
                0.00    0.00       3/3           camlWeak__loop_1425 [75]
                0.00    0.00       3/4           caml_update_dummy [76]
                0.00    0.00       3/4           caml_final_register [93]
                0.00    0.00       6/66091410     caml_apply2 [23]
                0.00    0.00       3/5           caml_alloc [188]
                0.00    0.00       3/4           caml_alloc_dummy [199]
                0.00    0.00       3/3           camlWeak__add_aux_1403 [209]
                0.00    0.00       3/3           camlWeak__add_1431 [208]
                0.00    0.00       3/4           camlList__iter_1272 [195]
-----------------------------------------------
                0.00    0.00       1/6           camlBatInnerIO__wrap_in_1522 [80]
                0.00    0.00       2/6           camlBatInnerIO__entry [77]
                0.00    0.00       3/6           camlBatInnerIO__wrap_out_1554 [71]
[72]     0.0    0.00    0.00       6         camlWeak__create_1352 [72]
                0.00    0.00      12/8805866     caml_make_vect [11]
-----------------------------------------------
                0.00    0.00       1/20          caml_thread_new_descriptor [96]
                0.00    0.00       1/20          caml_mutex_new [103]
                0.00    0.00       3/20          camlBig_int__big_int_of_int_1331 [91]
                0.00    0.00       7/20          caml_alloc_channel [84]
                0.00    0.00       8/20          camlNat__make_nat_1304 [82]
[73]     0.0    0.00    0.00      20         caml_alloc_custom [73]
                0.00    0.00      20/8805893     caml_alloc_small [27]
                0.00    0.00       2/6           alloc_generic_table [177]
                0.00    0.00       1/1           caml_realloc_custom_table [340]
-----------------------------------------------
                                                 <spontaneous>
[74]     0.0    0.00    0.00                 camlBatBitSet__entry [74]
                0.00    0.00       3/2869239     camlArray__init_1217 [20]
                0.00    0.00       1/1           camlBuffer__create_1209 [260]
-----------------------------------------------
                0.00    0.00       3/3           camlBatInnerIO__wrap_out_1554 [71]
[75]     0.0    0.00    0.00       3         camlWeak__loop_1425 [75]
                0.00    0.00       3/8805866     caml_make_vect [11]
                0.00    0.00       6/54120529     caml_modify [10]
                0.00    0.00       3/21271925     caml_apply3 [24]
                0.00    0.00       3/3           camlPervasives__min_1027 [204]
                0.00    0.00       3/5           caml_ephe_create [189]
                0.00    0.00       3/5           caml_weak_create [192]
                0.00    0.00       3/3           caml_ephe_blit_key [215]
                0.00    0.00       3/3           caml_weak_blit [222]
                0.00    0.00       3/3           camlArray__blit_1246 [203]
                0.00    0.00       3/3           camlWeak__fun_1843 [210]
-----------------------------------------------
                0.00    0.00       1/4           camlBatEnum__entry [81]
                0.00    0.00       3/4           camlBatInnerIO__wrap_out_1554 [71]
[76]     0.0    0.00    0.00       4         caml_update_dummy [76]
                0.00    0.00      24/54120529     caml_modify [10]
-----------------------------------------------
                                                 <spontaneous>
[77]     0.0    0.00    0.00                 camlBatInnerIO__entry [77]
                0.00    0.00       2/6           camlWeak__create_1352 [72]
                0.00    0.00       4/23          caml_fresh_oo_id [154]
                0.00    0.00       1/2           camlWeak__Make_1293 [234]
-----------------------------------------------
                0.00    0.00       7/7           camlVmr0__print_asm_2307 [79]
[78]     0.0    0.00    0.00       7         camlVmr0__print_nd_2309 [78]
                0.00    0.00       2/16720724     camlArray__map_1261 <cycle 2> [22]
                0.00    0.00      27/88          camlPervasives__$5e_1117 [142]
                0.00    0.00       4/17          camlVmr0__print_reg_2161 [159]
                0.00    0.00       4/17          camlVmr0__print_reg_2311 [160]
