Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       7/7           camlImp_parser___menhir_run267_3102 [135]
                0.00    0.00       5/5           camlImp_parser___menhir_run276_3105 [139]
                0.00    0.00     140/140         camlImp_parser___menhir_goto_id_mtc_3095 [140]
                0.00    0.00     481/481         camlImp_parser___menhir_goto_grm_atom_3168 [141]
                0.00    0.00       4/4           camlImp_parser___menhir_run313_3076 [145]
                0.00    0.00       3/3           camlImp_parser___menhir_run268_3099 [153]
                0.00    0.00       2/2           camlImp_parser___menhir_run128_3178 [154]
                0.00    0.00     128/128         camlImp_parser___menhir_goto_mtc_ir_end_3096 [155]
                0.00    0.00       2/2           camlImp_parser___menhir_run46_3189 [158]
                0.00    0.00       2/2           camlImp_parser___menhir_run143_3155 [157]
                0.00    0.00       1/1           camlLexing__from_string_1266 [164]
                0.00    0.00       1/1           camlImp_parser__file_top_3242 [170]
                0.00    0.00    1066/1066        camlImp_parser___menhir_goto_ir_lines_3116 [172]
                0.00    0.00      52/52          camlImp_parser___menhir_goto_regs_3083 [173]
                0.00    0.00    6128/6128        camlImp_parser___menhir_goto_reg_ptn_3112 [219]
                0.00    0.00    1875/1875        camlImp_parser___menhir_goto_ir_line_3109 [223]
                0.00    0.00    1767/1767        camlImp_parser___menhir_reduce141_3218 [224]
                0.00    0.00    1279/1279        camlImp_parser___menhir_goto_reg_ptn_op_src_3108 [226]
                0.00    0.00    1020/1020        camlImp_parser___menhir_goto_reg_ptn_op_3113 [228]
                0.00    0.00     910/910         camlImp_parser___menhir_reduce165_3146 [229]
                0.00    0.00     876/876         camlImp_parser___menhir_reduce167_3150 [230]
                0.00    0.00     697/697         camlImp_parser___menhir_goto_ir_ret_3151 [235]
                0.00    0.00     640/640         camlImp_parser___menhir_goto_mtc_ir_suc_3098 [237]
                0.00    0.00     547/547         camlImp_parser___menhir_goto_mtc_ir_tail_3086 [239]
                0.00    0.00     372/372         camlImp_parser___menhir_goto_coprd_ptn_3153 [252]
                0.00    0.00     331/331         camlImp_parser___menhir_goto_grm_ptns_3087 [254]
                0.00    0.00     319/319         camlImp_parser___menhir_goto_ir_ptn_eq_3085 [258]
                0.00    0.00     222/222         camlImp_parser___menhir_goto_nls_3128 [265]
                0.00    0.00     165/165         camlImp_parser___menhir_goto_typ_def_3138 [267]
                0.00    0.00     160/160         camlImp_parser___menhir_goto_exp_3183 [268]
                0.00    0.00     157/157         camlImp_parser___menhir_goto_grm_rule_act_3092 [269]
                0.00    0.00     153/153         camlImp_parser___menhir_goto_glb_etr_3211 [271]
                0.00    0.00     140/140         camlImp_parser___menhir_goto_id_line_3097 [273]
                0.00    0.00     104/104         camlImp_parser___menhir_goto_grm_ord_act_3084 [275]
                0.00    0.00      90/90          camlImp_parser___menhir_goto_grm_etr_3079 [276]
                0.00    0.00      76/76          camlImp_parser___menhir_goto_def_typ_body_3135 [279]
                0.00    0.00      49/49          camlImp_parser___menhir_goto_glb_etr_clique_3094 [283]
                0.00    0.00      48/48          camlImp_parser___menhir_goto_ir_ptn_cst_3170 [284]
                0.00    0.00      46/46          camlImp_parser___menhir_goto_def_typ_3213 [285]
                0.00    0.00      43/43          camlImp_parser___menhir_goto_def_coprd_3133 [290]
                0.00    0.00      39/39          camlImp_parser___menhir_goto_eq_def_3193 [291]
                0.00    0.00      35/35          camlImp_parser___menhir_goto_args_3124 [294]
                0.00    0.00      22/22          camlImp_parser___menhir_goto_mdl_etr_3169 [303]
                0.00    0.00      22/22          camlImp_parser___menhir_goto_mdl_end_3144 [302]
                0.00    0.00      22/22          camlImp_parser___menhir_reduce54_3230 [304]
                0.00    0.00      22/22          camlImp_parser___menhir_reduce84_3101 [305]
                0.00    0.00      20/20          camlImp_parser___menhir_goto_grm_clq_3072 [308]
                0.00    0.00      13/13          camlImp_parser___menhir_goto_def_typ_clique_3110 [313]
                0.00    0.00       4/4           camlImp_parser___menhir_goto_grm_rule_act_end_3093 [325]
                0.00    0.00       4/4           camlImp_parser___menhir_goto_grm_rule_seq_3071 [326]
                0.00    0.00       2/2           camlImp_parser___menhir_goto_grm_ord_3068 [357]
                0.00    0.00       2/2           camlImp_parser___menhir_goto_grm_rule_3069 [358]
                0.00    0.00       1/103622      caml_modify [204]
                0.00    0.00       1/1           camlImp_parser___menhir_errorcase_3235 [394]
-----------------------------------------------
                0.00    0.07   27587/27587       camlImp_parser___menhir_discard_3238 [18]
[17]    23.4    0.00    0.07   27587         camlImp_lexer____ocaml_lex_token_rec_1214 [17]
                0.00    0.06   14476/15270       camlBytes__sub_1234 [19]
                0.00    0.01     538/538         camlScanf__unescaped_5075 [32]
                0.00    0.00     538/538         camlScanf__k_5033 [50]
                0.00    0.00     123/123         caml_int64_of_string [161]
                0.00    0.00   50600/50991       camlLexing__engine_1237 [208]
                0.00    0.00     538/538         camlScanf__apply_5024 [241]
                0.00    0.00     538/538         caml_curry2_1 [249]
                0.00    0.00     235/238         caml_int_of_string [262]
                0.00    0.00      39/39          camlUtil__add_1227 [292]
-----------------------------------------------
                0.00    0.00       1/27585       camlImp_parser__file_top_3242 [170]
                0.00    0.00       2/27585       camlImp_parser___menhir_run143_3155 [157]
                0.00    0.00       2/27585       camlImp_parser___menhir_run46_3189 [158]
                0.00    0.00       3/27585       camlImp_parser___menhir_run268_3099 [153]
                0.00    0.00       3/27585       camlImp_parser___menhir_run128_3178 [154]
                0.00    0.00       4/27585       camlImp_parser___menhir_run313_3076 [145]
                0.00    0.00       5/27585       camlImp_parser___menhir_goto_grm_atom_3168 [141]
                0.00    0.00       6/27585       camlImp_parser___menhir_run276_3105 [139]
                0.00    0.00       7/27585       camlImp_parser___menhir_run267_3102 [135]
                0.00    0.00      12/27585       camlImp_parser___menhir_run329_3074 [129]
                0.00    0.00      14/27585       camlImp_parser___menhir_goto_typ_3181 [127]
                0.00    0.00      14/27585       camlImp_parser___menhir_run71_3200 [128]
                0.00    0.00      16/27585       camlImp_parser___menhir_goto_grm_prd_3080 [125]
                0.00    0.00      16/27585       camlImp_parser___menhir_goto_ord_end_3122 [126]
                0.00    0.00      17/27585       camlImp_parser___menhir_run264_3161 [123]
                0.00    0.00      17/27585       camlImp_parser___menhir_run265_3162 [124]
                0.00    0.00      20/27585       camlImp_parser___menhir_run256_3233 [122]
                0.00    0.00      22/27585       camlImp_parser___menhir_goto_gl_etr_lst_3186 [121]
                0.00    0.00      26/27585       camlImp_parser___menhir_run349_3234 [118]
                0.00    0.00      32/27585       camlImp_parser___menhir_run261_3158 [116]
                0.00    0.00      32/27585       camlImp_parser___menhir_run263_3160 [117]
                0.00    0.00      33/27585       camlImp_parser___menhir_run294_3100 [115]
                0.00    0.00      33/27585       camlImp_parser___menhir_goto_def_arg_3163 [114]
                0.00    0.00      35/27585       camlImp_parser___menhir_run260_3157 [112]
                0.00    0.00      35/27585       camlImp_parser___menhir_run88_3173 [113]
                0.00    0.00      38/27585       camlImp_parser___menhir_run129_3179 [110]
                0.00    0.00      42/27585       camlImp_parser___menhir_run262_3159 [109]
                0.00    0.00      48/27585       camlImp_parser___menhir_run3_3222 [108]
                0.00    0.00      51/27585       camlImp_parser___menhir_run119_3203 [107]
                0.00    0.00      52/27585       camlImp_parser___menhir_run111_3089 [106]
                0.00    0.00      55/27585       camlImp_parser___menhir_run39_3231 [105]
                0.00    0.00      64/27585       camlImp_parser___menhir_goto_grm_ptn_3127 [103]
                0.00    0.00      65/27585       camlImp_parser___menhir_run199_3107 [102]
                0.00    0.00      66/27585       camlImp_parser___menhir_run280_3082 [101]
                0.00    0.00      73/27585       camlImp_parser___menhir_run353_3164 [100]
                0.00    0.00      79/27585       camlImp_parser___menhir_goto_ord_3123 [98]
                0.00    0.00      79/27585       camlImp_parser___menhir_goto_typs_3148 [97]
                0.00    0.00      79/27585       camlImp_parser___menhir_run68_3199 [99]
                0.00    0.00      82/27585       camlImp_parser___menhir_run352_3215 [96]
                0.00    0.00      93/27585       camlImp_parser___menhir_goto_coprd_ptn_end_3152 [92]
                0.00    0.00     100/27585       camlImp_parser___menhir_run309_3075 [91]
                0.00    0.00     101/27585       camlImp_parser___menhir_run2_3221 [89]
                0.00    0.00     112/27585       camlImp_parser___menhir_goto_reg_3145 [87]
                0.00    0.00     113/27585       camlImp_parser___menhir_goto_s8_ptn_3132 [88]
                0.00    0.00     122/27585       camlImp_parser___menhir_goto_src_par_p_3111 [86]
                0.00    0.00     126/27585       camlImp_parser___menhir_run350_3214 [85]
                0.00    0.00     145/27585       camlImp_parser___menhir_run325_3073 [84]
                0.00    0.00     149/27585       camlImp_parser___menhir_run61_3194 [83]
                0.00    0.00     160/27585       camlImp_parser___menhir_run91_3171 [82]
                0.00    0.00     174/27585       camlImp_parser___menhir_run184_3117 [81]
                0.00    0.00     193/27585       camlImp_parser___menhir_goto_reg_src_3131 [79]
                0.00    0.00     193/27585       camlImp_parser___menhir_run85_3201 [80]
                0.00    0.00     203/27585       camlImp_parser___menhir_run77_3140 [78]
                0.00    0.00     226/27585       camlImp_parser___menhir_goto_mtc_ir_test_3129 [77]
                0.00    0.00     227/27585       camlImp_parser___menhir_run127_3177 [76]
                0.00    0.00     232/27585       camlImp_parser___menhir_run144_3156 [75]
                0.00    0.00     234/27585       camlImp_parser___menhir_goto_reg_dst_3121 [74]
                0.00    0.00     268/27585       camlImp_parser___menhir_run108_3207 [73]
                0.00    0.00     279/27585       camlImp_parser___menhir_run130_3180 [72]
                0.00    0.00     300/27585       camlImp_parser___menhir_run42_3187 [71]
                0.00    0.00     321/27585       camlImp_parser___menhir_run197_3120 [70]
                0.00    0.00     334/27585       camlImp_parser___menhir_run41_3232 [69]
                0.00    0.00     360/27585       camlImp_parser___menhir_run257_3212 [65]
                0.00    0.00     372/27585       camlImp_parser___menhir_run109_3208 [64]
                0.00    0.00     381/27585       camlImp_parser___menhir_run369_3134 [63]
                0.00    0.00     388/27585       camlImp_parser___menhir_run122_3209 [62]
                0.00    0.00     462/27585       camlImp_parser___menhir_run192_3119 [59]
                0.00    0.00     469/27585       camlImp_parser___menhir_run7_3219 [58]
                0.00    0.00     552/27585       camlImp_parser___menhir_goto_name_3217 [57]
                0.00    0.00     697/27585       camlImp_parser___menhir_run120_3204 [56]
                0.00    0.00    1020/27585       camlImp_parser___menhir_goto_reg_ptn_lst_3114 [46]
                0.00    0.00    1020/27585       camlImp_parser___menhir_run49_3192 [48]
                0.00    0.00    1057/27585       camlImp_parser___menhir_run4_3236 [47]
                0.00    0.00    1279/27585       camlImp_parser___menhir_goto_reg_ptn_lst_src_3115 [40]
                0.00    0.00    1279/27585       camlImp_parser___menhir_run92_3175 [41]
                0.00    0.00    1828/27585       camlImp_parser___menhir_goto_reg_ptn_src_3130 [39]
                0.00    0.01    2200/27585       camlImp_parser___menhir_run6_3237 [38]
                0.00    0.01    3079/27585       camlImp_parser___menhir_run89_3174 [31]
                0.00    0.01    5457/27585       camlImp_parser___menhir_run48_3191 [27]
[18]    23.4    0.00    0.07   27585         camlImp_parser___menhir_discard_3238 [18]
                0.00    0.07   27587/27587       camlImp_lexer____ocaml_lex_token_rec_1214 [17]
                0.00    0.00   27585/27585       camlImp_lexer__token_1213 [212]
                0.00    0.00       2/2           camlImp_lexer____ocaml_lex_blk_cmt_rec_1216 [355]
                0.00    0.00       2/2           camlImp_lexer__blk_cmt_1215 [356]
-----------------------------------------------
                0.00    0.00     256/15270       camlArray__init_1217 [61]
                0.00    0.00     538/15270       camlScanf__token_1354 [52]
                0.00    0.06   14476/15270       camlImp_lexer____ocaml_lex_token_rec_1214 [17]
[19]    21.3    0.00    0.07   15270         camlBytes__sub_1234 [19]
                0.00    0.07   15270/50015       caml_alloc_string [4]
                0.00    0.00   15270/50001       caml_create_bytes [210]
                0.00    0.00   15270/61600       caml_blit_bytes [207]
-----------------------------------------------
                0.00    0.00       5/73916       caml_ephe_create [167]
                0.00    0.01   10914/73916       caml_alloc_string [4]
                0.02    0.04   62997/73916       caml_oldify_one [21]
[20]    19.6    0.02    0.04   73916         caml_alloc_shr [20]
                0.00    0.04      44/44          expand_heap [24]
                0.00    0.00   73960/73960       caml_fl_allocate [205]
                0.00    0.00   73916/73916       allocate_block [206]
                0.00    0.00    3029/3029        caml_request_major_slice [222]
                0.00    0.00      44/44          caml_fl_add_blocks [289]
-----------------------------------------------
                                   4             caml_oldify_one [21]
                0.00    0.00       4/34485       caml_empty_minor_heap [7]
                0.00    0.00       8/34485       caml_final_oldify_young_roots [144]
                0.00    0.00    1289/34485       caml_oldify_local_roots [10]
                0.00    0.00    1538/34485       caml_thread_scan_roots [54]
                0.00    0.01    4614/34485       caml_scan_global_young_roots [33]
                0.00    0.04   27032/34485       caml_oldify_mopup [25]
[21]    16.7    0.00    0.05   34485+4       caml_oldify_one [21]
                0.02    0.04   62997/73916       caml_alloc_shr [20]
                                   4             caml_oldify_one [21]
-----------------------------------------------
                0.00    0.05   11020/11020       camlUtil__lp_1393 [9]
[22]    15.4    0.00    0.05   11020         camlPervasives__scan_1283 [22]
                0.00    0.05   11019/50015       caml_alloc_string [4]
                0.00    0.00   11020/11020       caml_ml_input_scan_line [215]
                0.00    0.00   11019/50001       caml_create_bytes [210]
                0.00    0.00   11019/11019       caml_ml_input [216]
                0.00    0.00   11019/11019       caml_ml_input_char [217]
-----------------------------------------------
                0.00    0.04      44/44          expand_heap [24]
[23]    13.3    0.00    0.04      44         caml_add_to_heap [23]
                0.00    0.04      44/124         caml_page_table_add [12]
                0.00    0.00      44/8762        caml_gc_message [30]
-----------------------------------------------
                0.00    0.04      44/44          caml_alloc_shr [20]
[24]    13.3    0.00    0.04      44         expand_heap [24]
                0.00    0.04      44/44          caml_add_to_heap [23]
                0.00    0.00      44/45          caml_alloc_for_heap [288]
                0.00    0.00      44/65          caml_clip_heap_chunk_wsz [280]
-----------------------------------------------
                0.00    0.04     769/769         caml_empty_minor_heap [7]
[25]    13.1    0.00    0.04     769         caml_oldify_mopup [25]
                0.00    0.04   27032/34485       caml_oldify_one [21]
-----------------------------------------------
                0.00    0.00       3/792         caml_garbage_collection [36]
                0.00    0.00      23/792         caml_gc_dispatch [6]
                0.00    0.03     766/792         caml_check_urgent_gc [5]
[26]     8.8    0.00    0.03     792         caml_major_collection_slice [26]
                0.01    0.00     723/723         sweep_slice [28]
                0.01    0.00    6290/8762        caml_gc_message [30]
                0.00    0.01      23/23          mark_slice [34]
                0.00    0.00      23/23          start_cycle [42]
                0.00    0.00      22/22          caml_compact_heap_maybe [120]
                0.00    0.00      23/23          clean_slice [130]
                0.00    0.00      23/23          init_sweep_phase [301]
                0.00    0.00      22/22          caml_request_minor_gc [307]
-----------------------------------------------
                0.00    0.01    5457/5457        camlImplib__mdl_from_string_2099 [16]
[27]     4.6    0.00    0.01    5457         camlImp_parser___menhir_run48_3191 [27]
                0.00    0.01    5457/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.01    0.00     723/723         caml_major_collection_slice [26]
[28]     3.4    0.01    0.00     723         sweep_slice [28]
                0.00    0.00     723/8762        caml_gc_message [30]
                0.00    0.00     674/675         caml_fl_merge_block [236]
-----------------------------------------------
                0.00    0.00       2/314828      caml_obj_tag [191]
                0.00    0.00       4/314828      generic_final_register [186]
                0.00    0.00      69/314828      clean_slice [130]
                0.00    0.00     154/314828      caml_make_vect [134]
                0.00    0.00  111366/314828      mark_slice [34]
                0.01    0.00  203233/314828      caml_darken [35]
[29]     3.1    0.01    0.00  314828         caml_page_table_lookup [29]
-----------------------------------------------
                0.00    0.00       1/8762        caml_startup_exn [14]
                0.00    0.00       6/8762        caml_init_gc [55]
                0.00    0.00       8/8762        caml_page_table_modify [11]
                0.00    0.00      23/8762        start_cycle [42]
                0.00    0.00      23/8762        clean_slice [130]
                0.00    0.00      44/8762        caml_add_to_heap [23]
                0.00    0.00      46/8762        mark_slice [34]
                0.00    0.00      60/8762        caml_compact_heap_maybe [120]
                0.00    0.00     723/8762        sweep_slice [28]
                0.00    0.00    1538/8762        caml_empty_minor_heap [7]
                0.01    0.00    6290/8762        caml_major_collection_slice [26]
[30]     3.1    0.01    0.00    8762         caml_gc_message [30]
-----------------------------------------------
                0.00    0.01    3079/3079        camlImplib__mdl_from_string_2099 [16]
[31]     2.6    0.00    0.01    3079         camlImp_parser___menhir_run89_3174 [31]
                0.00    0.01    3079/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.01     538/538         camlImp_lexer____ocaml_lex_token_rec_1214 [17]
[32]     2.4    0.00    0.01     538         camlScanf__unescaped_5075 [32]
                0.00    0.00    1076/23164       camlPervasives__$5e_1117 [13]
                0.00    0.00     538/538         camlScanf__from_string_1374 [53]
                0.00    0.00     538/538         caml_curry2 [248]
                0.00    0.00     538/538         camlScanf__take_format_readers_1762 [247]
                0.00    0.00     538/538         camlScanf__kscanf_5019 [244]
-----------------------------------------------
                0.00    0.01     769/769         caml_oldify_local_roots [10]
[33]     2.2    0.00    0.01     769         caml_scan_global_young_roots [33]
                0.00    0.01    4614/34485       caml_oldify_one [21]
-----------------------------------------------
                0.00    0.01      23/23          caml_major_collection_slice [26]
[34]     2.1    0.00    0.01      23         mark_slice [34]
                0.00    0.00  111366/314828      caml_page_table_lookup [29]
                0.00    0.00      23/23          caml_darken_all_roots_slice [45]
                0.00    0.00      46/8762        caml_gc_message [30]
                0.00    0.00      46/46          generic_final_update [287]
                0.00    0.00      23/23          caml_final_update_clean_phase [299]
                0.00    0.00      23/23          caml_final_update_mark_phase [300]
-----------------------------------------------
                0.00    0.00      46/208546      caml_thread_scan_roots [54]
                0.00    0.00      92/208546      caml_final_do_roots [169]
                0.00    0.00     138/208546      caml_scan_global_roots [166]
                0.00    0.00   98049/208546      caml_darken_all_roots_slice [45]
                0.00    0.00  110221/208546      caml_do_local_roots [44]
[35]     2.0    0.00    0.01  208546         caml_darken [35]
                0.01    0.00  203233/314828      caml_page_table_lookup [29]
-----------------------------------------------
                0.00    0.01      26/26          caml_call_gc [37]
[36]     2.0    0.00    0.01      26         caml_garbage_collection [36]
                0.00    0.01      26/794         caml_gc_dispatch [6]
                0.00    0.00       3/792         caml_major_collection_slice [26]
-----------------------------------------------
                                                 <spontaneous>
[37]     2.0    0.00    0.01                 caml_call_gc [37]
                0.00    0.01      26/26          caml_garbage_collection [36]
                0.00    0.00      26/56          caml_process_pending_signals [281]
-----------------------------------------------
                0.00    0.01    2200/2200        camlImplib__mdl_from_string_2099 [16]
[38]     1.9    0.00    0.01    2200         camlImp_parser___menhir_run6_3237 [38]
                0.00    0.01    2200/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00    4348/4348        camlImplib__mdl_from_string_2099 [16]
[39]     1.5    0.00    0.00    4348         camlImp_parser___menhir_goto_reg_ptn_src_3130 [39]
                0.00    0.00    1828/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00    1279/1279        camlImplib__mdl_from_string_2099 [16]
[40]     1.1    0.00    0.00    1279         camlImp_parser___menhir_goto_reg_ptn_lst_src_3115 [40]
                0.00    0.00    1279/27585       camlImp_parser___menhir_discard_3238 [18]
                0.00    0.00    2275/5842        camlArray__append_1232 [94]
-----------------------------------------------
                0.00    0.00    1134/1134        camlImplib__mdl_from_string_2099 [16]
[41]     1.1    0.00    0.00    1134         camlImp_parser___menhir_run92_3175 [41]
                0.00    0.00    1279/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00      23/23          caml_major_collection_slice [26]
[42]     1.1    0.00    0.00      23         start_cycle [42]
                0.00    0.00      23/23          caml_do_roots [43]
                0.00    0.00      23/8762        caml_gc_message [30]
                0.00    0.00      23/23          caml_darken_all_roots_start [298]
-----------------------------------------------
                0.00    0.00      23/23          start_cycle [42]
[43]     1.1    0.00    0.00      23         caml_do_roots [43]
                0.00    0.00      23/23          caml_do_local_roots [44]
                0.00    0.00      23/23          caml_scan_global_roots [166]
                0.00    0.00      23/23          caml_final_do_roots [169]
-----------------------------------------------
                0.00    0.00      23/23          caml_do_roots [43]
[44]     1.1    0.00    0.00      23         caml_do_local_roots [44]
                0.00    0.00  110221/208546      caml_darken [35]
-----------------------------------------------
                0.00    0.00      23/23          mark_slice [34]
[45]     0.9    0.00    0.00      23         caml_darken_all_roots_slice [45]
                0.00    0.00   98049/208546      caml_darken [35]
-----------------------------------------------
                0.00    0.00    1020/1020        camlImplib__mdl_from_string_2099 [16]
[46]     0.9    0.00    0.00    1020         camlImp_parser___menhir_goto_reg_ptn_lst_3114 [46]
                0.00    0.00    1020/27585       camlImp_parser___menhir_discard_3238 [18]
                0.00    0.00    2848/5842        camlArray__append_1232 [94]
-----------------------------------------------
                0.00    0.00    1057/1057        camlImplib__mdl_from_string_2099 [16]
[47]     0.9    0.00    0.00    1057         camlImp_parser___menhir_run4_3236 [47]
                0.00    0.00    1057/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00     971/971         camlImplib__mdl_from_string_2099 [16]
[48]     0.9    0.00    0.00     971         camlImp_parser___menhir_run49_3192 [48]
                0.00    0.00    1020/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00       1/540         camlBatBitSet__entry [60]
                0.00    0.00       1/540         camlScanf__from_ic_1387 [149]
                0.00    0.00     538/540         camlScanf__from_string_1374 [53]
[49]     0.8    0.00    0.00     540         camlBuffer__create_1209 [49]
                0.00    0.00     540/50015       caml_alloc_string [4]
                0.00    0.00     540/50001       caml_create_bytes [210]
-----------------------------------------------
                0.00    0.00     538/538         camlImp_lexer____ocaml_lex_token_rec_1214 [17]
[50]     0.8    0.00    0.00     538         camlScanf__k_5033 [50]
                0.00    0.00     538/538         camlScanf__pad_prec_scanf_1954 [51]
                0.00    0.00     538/103622      caml_modify [204]
                0.00    0.00     538/1076        camlScanf__make_scanf_1953 [227]
                0.00    0.00     538/538         camlScanf__fun_7113 [243]
-----------------------------------------------
                0.00    0.00     538/538         camlScanf__k_5033 [50]
[51]     0.8    0.00    0.00     538         camlScanf__pad_prec_scanf_1954 [51]
                0.00    0.00     538/538         camlScanf__token_1354 [52]
                0.00    0.00     585/585         camlScanf__find_stop_1718 [238]
                0.00    0.00     538/538         camlScanf__find_start_1717 [242]
                0.00    0.00     538/538         camlScanf__scan_caml_string_1714 [246]
                0.00    0.00     538/538         camlScanf__scan_2119 [245]
                0.00    0.00     538/541         caml_apply3 [240]
                0.00    0.00     538/1076        camlScanf__make_scanf_1953 [227]
                0.00    0.00     210/210         camlScanf__scan_backslash_1719 [266]
-----------------------------------------------
                0.00    0.00     538/538         camlScanf__pad_prec_scanf_1954 [51]
[52]     0.8    0.00    0.00     538         camlScanf__token_1354 [52]
                0.00    0.00     538/15270       camlBytes__sub_1234 [19]
-----------------------------------------------
                0.00    0.00     538/538         camlScanf__unescaped_5075 [32]
[53]     0.8    0.00    0.00     538         camlScanf__from_string_1374 [53]
                0.00    0.00     538/540         camlBuffer__create_1209 [49]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.7    0.00    0.00                 caml_thread_scan_roots [54]
                0.00    0.00    1538/34485       caml_oldify_one [21]
                0.00    0.00      46/208546      caml_darken [35]
-----------------------------------------------
                0.00    0.00       1/1           caml_startup_exn [14]
[55]     0.6    0.00    0.00       1         caml_init_gc [55]
                0.00    0.00       1/1           caml_set_minor_heap_size [68]
                0.00    0.00       1/1           caml_init_major_heap [67]
                0.00    0.00       6/8762        caml_gc_message [30]
                0.00    0.00       1/1           caml_normalize_heap_increment [451]
                0.00    0.00       1/1           caml_init_alloc_for_heap [440]
                0.00    0.00       1/1           caml_page_table_initialize [452]
-----------------------------------------------
                0.00    0.00     697/697         camlImplib__mdl_from_string_2099 [16]
[56]     0.6    0.00    0.00     697         camlImp_parser___menhir_run120_3204 [56]
                0.00    0.00     697/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00    2824/2824        camlImplib__mdl_from_string_2099 [16]
[57]     0.5    0.00    0.00    2824         camlImp_parser___menhir_goto_name_3217 [57]
                0.00    0.00     552/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00     469/469         camlImplib__mdl_from_string_2099 [16]
[58]     0.4    0.00    0.00     469         camlImp_parser___menhir_run7_3219 [58]
                0.00    0.00     469/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00     231/231         camlImplib__mdl_from_string_2099 [16]
[59]     0.4    0.00    0.00     231         camlImp_parser___menhir_run192_3119 [59]
                0.00    0.00     462/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.4    0.00    0.00                 camlBatBitSet__entry [60]
                0.00    0.00       3/3           camlArray__init_1217 [61]
                0.00    0.00       1/540         camlBuffer__create_1209 [49]
-----------------------------------------------
                0.00    0.00       3/3           camlBatBitSet__entry [60]
[61]     0.4    0.00    0.00       3         camlArray__init_1217 [61]
                0.00    0.00     256/15270       camlBytes__sub_1234 [19]
                0.00    0.00       3/416         caml_make_vect [134]
                0.00    0.00     765/103622      caml_modify [204]
-----------------------------------------------
                0.00    0.00     273/273         camlImplib__mdl_from_string_2099 [16]
[62]     0.3    0.00    0.00     273         camlImp_parser___menhir_run122_3209 [62]
                0.00    0.00     388/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00     127/127         camlImplib__mdl_from_string_2099 [16]
[63]     0.3    0.00    0.00     127         camlImp_parser___menhir_run369_3134 [63]
                0.00    0.00     381/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00     372/372         camlImplib__mdl_from_string_2099 [16]
[64]     0.3    0.00    0.00     372         camlImp_parser___menhir_run109_3208 [64]
                0.00    0.00     372/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00      90/90          camlImplib__mdl_from_string_2099 [16]
[65]     0.3    0.00    0.00      90         camlImp_parser___menhir_run257_3212 [65]
                0.00    0.00     360/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00       1/1           caml_startup_exn [14]
[66]     0.3    0.00    0.00       1         caml_init_atom_table [66]
                0.00    0.00       1/124         caml_page_table_add [12]
-----------------------------------------------
                0.00    0.00       1/1           caml_init_gc [55]
[67]     0.3    0.00    0.00       1         caml_init_major_heap [67]
                0.00    0.00       1/124         caml_page_table_add [12]
                0.00    0.00       1/65          caml_clip_heap_chunk_wsz [280]
                0.00    0.00       1/45          caml_alloc_for_heap [288]
                0.00    0.00       1/24          caml_fl_init_merge [297]
                0.00    0.00       1/1           caml_make_free_blocks [446]
-----------------------------------------------
                0.00    0.00       1/1           caml_init_gc [55]
[68]     0.3    0.00    0.00       1         caml_set_minor_heap_size [68]
                0.00    0.00       1/124         caml_page_table_add [12]
                0.00    0.00       1/46          caml_aligned_malloc [286]
-----------------------------------------------
                0.00    0.00     154/154         camlImplib__mdl_from_string_2099 [16]
[69]     0.3    0.00    0.00     154         camlImp_parser___menhir_run41_3232 [69]
                0.00    0.00     334/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00     321/321         camlImplib__mdl_from_string_2099 [16]
[70]     0.3    0.00    0.00     321         camlImp_parser___menhir_run197_3120 [70]
                0.00    0.00     321/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
                0.00    0.00     100/100         camlImplib__mdl_from_string_2099 [16]
[71]     0.3    0.00    0.00     100         camlImp_parser___menhir_run42_3187 [71]
                0.00    0.00     300/27585       camlImp_parser___menhir_discard_3238 [18]
-----------------------------------------------
