Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                             33037092             camlImp__evo_nd_tkn_agl_2220 <cycle 1> [9]
-----------------------------------------------
                0.13    0.17 28165412/28165412     camlHashtbl__find_1621 [7]
[10]     6.2    0.13    0.17 28165412         camlHashtbl__key_index_1593 [10]
                0.07    0.00 28165412/65183747     caml_apply2 [11]
                0.05    0.00 28165412/28165412     camlHashtbl__hash_1706 [15]
                0.05    0.00 28165412/28165412     camlTypes__hash_1444 [16]
-----------------------------------------------
                0.00    0.00       1/65183747     camlBatInnerIO__wrap_in_1522 [51]
                0.00    0.00       3/65183747     camlTy__entry [49]
                0.00    0.00       3/65183747     camlList__fold_right_1292 [50]
                0.00    0.00       6/65183747     camlBatInnerIO__wrap_out_1554 [18]
                0.07    0.00 28165412/65183747     camlHashtbl__key_index_1593 [10]
                0.10    0.00 37018322/65183747     camlHashtbl__find_1621 [7]
[11]     3.5    0.17    0.00 65183747         caml_apply2 [11]
-----------------------------------------------
                                                 <spontaneous>
[12]     2.3    0.11    0.00                 camlImp__fun_3166 [12]
-----------------------------------------------
                0.04    0.04 7665636/7665636     camlImp__f0_2266 <cycle 1> [8]
[13]     1.7    0.04    0.04 7665636         caml_equal [13]
                0.04    0.00 7665636/7665639     compare_val [19]
-----------------------------------------------
                0.05    0.00 37018322/37018322     camlHashtbl__find_1621 [7]
[14]     1.0    0.05    0.00 37018322         camlTypes__equal_1446 [14]
-----------------------------------------------
                0.05    0.00 28165412/28165412     camlHashtbl__key_index_1593 [10]
[15]     1.0    0.05    0.00 28165412         camlHashtbl__hash_1706 [15]
-----------------------------------------------
                0.05    0.00 28165412/28165412     camlHashtbl__key_index_1593 [10]
[16]     0.9    0.05    0.00 28165412         camlTypes__hash_1444 [16]
-----------------------------------------------
                0.05    0.00 16518546/16518546     camlImp__evo_nd_tkn_agl_2220 <cycle 1> [9]
[17]     0.9    0.05    0.00 16518546         camlImp__mrg_agl_2213 [17]
-----------------------------------------------
                                                 <spontaneous>
[18]     0.9    0.00    0.04                 camlBatInnerIO__wrap_out_1554 [18]
                0.02    0.00       3/4           caml_update_dummy [21]
                0.00    0.02       3/3           camlWeak__loop_1425 [28]
                0.00    0.00       6/65183747     caml_apply2 [11]
                0.00    0.00       3/5           caml_alloc [127]
                0.00    0.00       3/4           caml_alloc_dummy [139]
                0.00    0.00       3/6           camlWeak__create_1352 [116]
                0.00    0.00       3/3           camlWeak__add_aux_1403 [149]
                0.00    0.00       3/3           camlWeak__add_1431 [148]
                0.00    0.00       3/4           camlList__iter_1272 [136]
                0.00    0.00       3/4           caml_final_register [140]
-----------------------------------------------
                0.00    0.00       3/7665639     caml_lessequal [48]
                0.04    0.00 7665636/7665639     caml_equal [13]
[19]     0.8    0.04    0.00 7665639         compare_val [19]
-----------------------------------------------
                0.03    0.00 8259273/8259273     camlImp__evo_tkn_2218 <cycle 1> [6]
[20]     0.6    0.03    0.00 8259273         camlList__nth_aux_1222 [20]
-----------------------------------------------
                0.01    0.00       1/4           camlBatEnum__entry [40]
                0.02    0.00       3/4           camlBatInnerIO__wrap_out_1554 [18]
[21]     0.6    0.03    0.00       4         caml_update_dummy [21]
                0.00    0.00      24/34          caml_modify [95]
-----------------------------------------------
                0.02    0.01       1/1           camlTypes__entry [23]
[22]     0.6    0.02    0.01       1         camlHashtbl__Make_1702 [22]
                0.01    0.00       1/1           camlHashtbl__MakeSeeded_1584 [35]
-----------------------------------------------
                0.00    0.03       1/1           caml_program [1]
[23]     0.6    0.00    0.03       1         camlTypes__entry [23]
                0.02    0.01       1/1           camlHashtbl__Make_1702 [22]
                0.00    0.00       7/7           camlTypes__psgn_1541 [112]
                0.00    0.00       4/15          camlMap__fun_2919 [104]
                0.00    0.00       3/3           camlSet__fun_2940 [147]
                0.00    0.00       1/22          caml_fresh_oo_id [98]
-----------------------------------------------
                0.00    0.03    4810/4810        caml_call_gc [26]
[24]     0.6    0.00    0.03    4810         caml_garbage_collection [24]
                0.00    0.03    4810/4810        caml_gc_dispatch [27]
                0.00    0.00    2405/2489        caml_major_collection_slice [44]
-----------------------------------------------
                0.00    0.00       1/2406        caml_compact_heap_maybe [45]
                0.00    0.03    2405/2406        caml_gc_dispatch [27]
[25]     0.6    0.00    0.03    2406         caml_empty_minor_heap [25]
                0.01    0.01    2406/2406        caml_oldify_local_roots [32]
                0.00    0.01    2406/2406        caml_oldify_mopup [33]
                0.00    0.00    4812/27958       caml_gc_message [58]
                0.00    0.00    2406/2406        caml_final_update_minor_roots [65]
                0.00    0.00    2406/2406        caml_final_empty_young [64]
                0.00    0.00       5/5           caml_adjust_gc_speed [126]
                0.00    0.00       1/8           caml_stat_free [110]
                0.00    0.00       1/1           caml_finalize_channel [268]
-----------------------------------------------
                                                 <spontaneous>
[26]     0.6    0.00    0.03                 caml_call_gc [26]
                0.00    0.03    4810/4810        caml_garbage_collection [24]
                0.00    0.00    4810/4842        caml_process_pending_signals [62]
-----------------------------------------------
                0.00    0.03    4810/4810        caml_garbage_collection [24]
[27]     0.6    0.00    0.03    4810         caml_gc_dispatch [27]
                0.00    0.03    2405/2406        caml_empty_minor_heap [25]
                0.00    0.00      84/2489        caml_major_collection_slice [44]
                0.00    0.00    2405/2405        caml_final_do_calls [66]
-----------------------------------------------
                0.00    0.02       3/3           camlBatInnerIO__wrap_out_1554 [18]
[28]     0.4    0.00    0.02       3         camlWeak__loop_1425 [28]
                0.02    0.00       3/3           caml_apply3 [30]
                0.00    0.00       3/3           camlPervasives__min_1027 [47]
                0.00    0.00       6/34          caml_modify [95]
                0.00    0.00       3/5           caml_ephe_create [128]
                0.00    0.00       3/5           caml_weak_create [132]
                0.00    0.00       3/17          caml_make_vect [102]
                0.00    0.00       3/3           caml_ephe_blit_key [155]
                0.00    0.00       3/3           caml_weak_blit [161]
                0.00    0.00       3/3           camlArray__blit_1246 [145]
                0.00    0.00       3/3           camlWeak__fun_1843 [150]
-----------------------------------------------
                                   4             caml_oldify_one [29]
                0.00    0.00       8/239970      caml_final_oldify_young_roots [46]
                0.00    0.00    4812/239970      caml_thread_scan_roots [43]
                0.00    0.00   14436/239970      caml_scan_global_young_roots [42]
                0.00    0.00   57263/239970      caml_oldify_local_roots [32]
                0.01    0.00  163451/239970      caml_oldify_mopup [33]
[29]     0.4    0.02    0.00  239970+4       caml_oldify_one [29]
                0.00    0.00  189347/189352      caml_alloc_shr [56]
                                   4             caml_oldify_one [29]
-----------------------------------------------
                0.02    0.00       3/3           camlWeak__loop_1425 [28]
[30]     0.4    0.02    0.00       3         caml_apply3 [30]
-----------------------------------------------
                                                 <spontaneous>
[31]     0.4    0.02    0.00                 caml_allocN [31]
-----------------------------------------------
                0.01    0.01    2406/2406        caml_empty_minor_heap [25]
[32]     0.3    0.01    0.01    2406         caml_oldify_local_roots [32]
                0.00    0.00   57263/239970      caml_oldify_one [29]
                0.00    0.00    2406/2406        caml_scan_global_young_roots [42]
                0.00    0.00    2406/2406        caml_final_oldify_young_roots [46]
-----------------------------------------------
                0.00    0.01    2406/2406        caml_empty_minor_heap [25]
[33]     0.3    0.00    0.01    2406         caml_oldify_mopup [33]
                0.01    0.00  163451/239970      caml_oldify_one [29]
-----------------------------------------------
                0.01    0.00 8259273/8259273     camlImp__evo_tkn_2218 <cycle 1> [6]
[34]     0.2    0.01    0.00 8259273         camlList__nth_1219 [34]
-----------------------------------------------
                0.01    0.00       1/1           camlHashtbl__Make_1702 [22]
[35]     0.2    0.01    0.00       1         camlHashtbl__MakeSeeded_1584 [35]
-----------------------------------------------
                                                 <spontaneous>
[36]     0.2    0.01    0.00                 camlHashtbl__find_rec_1615 [36]
-----------------------------------------------
                                                 <spontaneous>
[37]     0.2    0.01    0.00                 camlImp__list_of_tkn_2207 [37]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.2    0.01    0.00                 camlList__tl_1216 [38]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.2    0.01    0.00                 caml_execute_signal [39]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.2    0.00    0.01                 camlBatEnum__entry [40]
                0.01    0.00       1/4           caml_update_dummy [21]
                0.00    0.00       2/22          caml_fresh_oo_id [98]
                0.00    0.00       1/17          caml_make_vect [102]
                0.00    0.00       1/5           caml_alloc [127]
                0.00    0.00       1/4           caml_alloc_dummy [139]
-----------------------------------------------
                                                 <spontaneous>
[41]     0.1    0.01    0.00                 camlTypes__compare_1441 [41]
-----------------------------------------------
                0.00    0.00    2406/2406        caml_oldify_local_roots [32]
[42]     0.0    0.00    0.00    2406         caml_scan_global_young_roots [42]
                0.00    0.00   14436/239970      caml_oldify_one [29]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.0    0.00    0.00                 caml_thread_scan_roots [43]
                0.00    0.00    4812/239970      caml_oldify_one [29]
                0.00    0.00     170/308988      caml_darken [53]
                0.00    0.00       4/19618       invert_pointer_at [59]
                0.00    0.00       4/7328        invert_root [60]
-----------------------------------------------
                0.00    0.00      84/2489        caml_gc_dispatch [27]
                0.00    0.00    2405/2489        caml_garbage_collection [24]
[44]     0.0    0.00    0.00    2489         caml_major_collection_slice [44]
                0.00    0.00      83/83          caml_compact_heap_maybe [45]
                0.00    0.00   19745/27958       caml_gc_message [58]
                0.00    0.00    1431/1432        sweep_slice [67]
                0.00    0.00     890/891         mark_slice [68]
                0.00    0.00      84/85          init_sweep_phase [84]
                0.00    0.00      84/85          clean_slice [83]
                0.00    0.00      84/85          start_cycle [85]
                0.00    0.00      83/84          caml_request_minor_gc [86]
                0.00    0.00       1/2           do_compaction [199]
                0.00    0.00       1/1           caml_compact_heap [261]
-----------------------------------------------
                0.00    0.00      83/83          caml_major_collection_slice [44]
[45]     0.0    0.00    0.00      83         caml_compact_heap_maybe [45]
                0.00    0.00       1/2406        caml_empty_minor_heap [25]
                0.00    0.00      81/83          caml_clip_heap_chunk_wsz [87]
                0.00    0.00       5/27958       caml_gc_message [58]
                0.00    0.00       1/1           caml_finish_major_cycle [269]
-----------------------------------------------
                0.00    0.00    2406/2406        caml_oldify_local_roots [32]
[46]     0.0    0.00    0.00    2406         caml_final_oldify_young_roots [46]
                0.00    0.00       8/239970      caml_oldify_one [29]
-----------------------------------------------
                0.00    0.00       3/3           camlWeak__loop_1425 [28]
[47]     0.0    0.00    0.00       3         camlPervasives__min_1027 [47]
                0.00    0.00       3/3           caml_lessequal [48]
-----------------------------------------------
                0.00    0.00       3/3           camlPervasives__min_1027 [47]
[48]     0.0    0.00    0.00       3         caml_lessequal [48]
                0.00    0.00       3/7665639     compare_val [19]
-----------------------------------------------
                0.00    0.00       1/1           caml_program [1]
[49]     0.0    0.00    0.00       1         camlTy__entry [49]
                0.00    0.00       3/65183747     caml_apply2 [11]
                0.00    0.00       3/3           camlList__fold_right_1292 [50]
                0.00    0.00       2/22          caml_fresh_oo_id [98]
                0.00    0.00       2/4           camlTypes__$2a$7c_1599 [137]
                0.00    0.00       2/4           camlTypes__fun_2800 [138]
                0.00    0.00       2/2           camlTypes__coprd_cl_1612 [171]
                0.00    0.00       1/1           camlTypes__vsgn_1538 [251]
                0.00    0.00       1/2           camlTypes__$2a$2a_1588 [170]
                0.00    0.00       1/2           camlTypes__fun_2782 [172]
                0.00    0.00       1/1           camlTypes__rcd_cl_1591 [250]
-----------------------------------------------
                                   6             camlList__fold_right_1292 [50]
                0.00    0.00       3/3           camlTy__entry [49]
[50]     0.0    0.00    0.00       3+6       camlList__fold_right_1292 [50]
                0.00    0.00       3/65183747     caml_apply2 [11]
                0.00    0.00       2/4           camlTypes__$2a$7c_1599 [137]
                0.00    0.00       2/4           camlTypes__fun_2800 [138]
                0.00    0.00       1/2           camlTypes__$2a$2a_1588 [170]
                0.00    0.00       1/2           camlTypes__fun_2782 [172]
                                   6             camlList__fold_right_1292 [50]
-----------------------------------------------
                                                 <spontaneous>
[51]     0.0    0.00    0.00                 camlBatInnerIO__wrap_in_1522 [51]
                0.00    0.00       1/65183747     caml_apply2 [11]
                0.00    0.00       1/6           camlWeak__create_1352 [116]
                0.00    0.00       1/4           camlList__iter_1272 [136]
                0.00    0.00       1/4           caml_final_register [140]
-----------------------------------------------
                0.00    0.00       1/731189      caml_obj_tag [287]
                0.00    0.00       4/731189      generic_final_register [144]
                0.00    0.00      12/731189      caml_make_vect [102]
                0.00    0.00     255/731189      clean_slice [83]
                0.00    0.00     800/731189      extern_value [305]
                0.00    0.00   16868/731189      invert_pointer_at [59]
                0.00    0.00  290107/731189      caml_darken [53]
                0.00    0.00  423142/731189      mark_slice [68]
[52]     0.0    0.00    0.00  731189         caml_page_table_lookup [52]
-----------------------------------------------
                0.00    0.00     170/308988      caml_thread_scan_roots [43]
                0.00    0.00     340/308988      caml_final_do_roots [78]
                0.00    0.00     510/308988      caml_scan_global_roots [79]
                0.00    0.00    9448/308988      caml_do_local_roots [76]
                0.00    0.00  298520/308988      caml_darken_all_roots_slice [70]
[53]     0.0    0.00    0.00  308988         caml_darken [53]
                0.00    0.00  290107/731189      caml_page_table_lookup [52]
-----------------------------------------------
                0.00    0.00       1/189353      caml_alloc_shr_no_raise [257]
                0.00    0.00  189352/189353      caml_alloc_shr [56]
[54]     0.0    0.00    0.00  189353         allocate_block [54]
-----------------------------------------------
                0.00    0.00       1/189353      caml_alloc_shr_no_raise [257]
                0.00    0.00  189352/189353      caml_alloc_shr [56]
[55]     0.0    0.00    0.00  189353         caml_fl_allocate [55]
-----------------------------------------------
                0.00    0.00       5/189352      caml_ephe_create [128]
                0.00    0.00  189347/189352      caml_oldify_one [29]
[56]     0.0    0.00    0.00  189352         caml_alloc_shr [56]
                0.00    0.00  189352/189353      allocate_block [54]
                0.00    0.00  189352/189353      caml_fl_allocate [55]
-----------------------------------------------
                0.00    0.00       3/184841      caml_make_free_blocks [141]
                0.00    0.00  184838/184841      sweep_slice [67]
[57]     0.0    0.00    0.00  184841         caml_fl_merge_block [57]
-----------------------------------------------
                0.00    0.00       1/27958       caml_startup_exn [299]
                0.00    0.00       1/27958       caml_shrink_heap [298]
                0.00    0.00       2/27958       do_compaction [199]
                0.00    0.00       2/27958       caml_compact_heap [261]
                0.00    0.00       5/27958       caml_compact_heap_maybe [45]
                0.00    0.00       6/27958       caml_init_gc [277]
                0.00    0.00      85/27958       start_cycle [85]
                0.00    0.00      85/27958       clean_slice [83]
                0.00    0.00    1432/27958       sweep_slice [67]
                0.00    0.00    1782/27958       mark_slice [68]
                0.00    0.00    4812/27958       caml_empty_minor_heap [25]
                0.00    0.00   19745/27958       caml_major_collection_slice [44]
[58]     0.0    0.00    0.00   27958         caml_gc_message [58]
-----------------------------------------------
                0.00    0.00       4/19618       caml_thread_scan_roots [43]
                0.00    0.00       8/19618       caml_final_do_roots [78]
                0.00    0.00       8/19618       caml_final_invert_finalisable_values [180]
                0.00    0.00      12/19618       caml_scan_global_roots [79]
                0.00    0.00     272/19618       caml_do_local_roots [76]
                0.00    0.00    7024/19618       caml_do_roots [77]
                0.00    0.00   12290/19618       do_compaction [199]
[59]     0.0    0.00    0.00   19618         invert_pointer_at [59]
                0.00    0.00   16868/731189      caml_page_table_lookup [52]
-----------------------------------------------
                0.00    0.00       4/7328        caml_thread_scan_roots [43]
                0.00    0.00       8/7328        caml_final_do_roots [78]
                0.00    0.00       8/7328        caml_final_invert_finalisable_values [180]
                0.00    0.00      12/7328        caml_scan_global_roots [79]
                0.00    0.00     272/7328        caml_do_local_roots [76]
                0.00    0.00    7024/7328        caml_do_roots [77]
[60]     0.0    0.00    0.00    7328         invert_root [60]
-----------------------------------------------
                0.00    0.00    7200/7200        do_compaction [199]
[61]     0.0    0.00    0.00    7200         compact_allocate [61]
-----------------------------------------------
                0.00    0.00       2/4842        caml_install_signal_handler [183]
                0.00    0.00      15/4842        caml_enter_blocking_section [105]
                0.00    0.00      15/4842        caml_leave_blocking_section [106]
                0.00    0.00    4810/4842        caml_call_gc [26]
[62]     0.0    0.00    0.00    4842         caml_process_pending_signals [62]
-----------------------------------------------
                0.00    0.00     960/2691        caml_page_table_remove [291]
                0.00    0.00    1731/2691        caml_page_table_add [88]
[63]     0.0    0.00    0.00    2691         caml_page_table_modify [63]
-----------------------------------------------
                0.00    0.00    2406/2406        caml_empty_minor_heap [25]
[64]     0.0    0.00    0.00    2406         caml_final_empty_young [64]
-----------------------------------------------
                0.00    0.00    2406/2406        caml_empty_minor_heap [25]
[65]     0.0    0.00    0.00    2406         caml_final_update_minor_roots [65]
-----------------------------------------------
                0.00    0.00    2405/2405        caml_gc_dispatch [27]
[66]     0.0    0.00    0.00    2405         caml_final_do_calls [66]
-----------------------------------------------
                0.00    0.00       1/1432        caml_finish_major_cycle [269]
                0.00    0.00    1431/1432        caml_major_collection_slice [44]
[67]     0.0    0.00    0.00    1432         sweep_slice [67]
                0.00    0.00  184838/184841      caml_fl_merge_block [57]
                0.00    0.00    1432/27958       caml_gc_message [58]
-----------------------------------------------
                0.00    0.00       1/891         caml_finish_major_cycle [269]
                0.00    0.00     890/891         caml_major_collection_slice [44]
[68]     0.0    0.00    0.00     891         mark_slice [68]
                0.00    0.00  423142/731189      caml_page_table_lookup [52]
                0.00    0.00    1782/27958       caml_gc_message [58]
                0.00    0.00     445/445         caml_darken_all_roots_slice [70]
                0.00    0.00     170/170         generic_final_update [73]
                0.00    0.00      85/85          caml_final_update_clean_phase [81]
                0.00    0.00      85/85          caml_final_update_mark_phase [82]
-----------------------------------------------
                0.00    0.00     800/800         extern_value [305]
[69]     0.0    0.00    0.00     800         writeblock [69]
-----------------------------------------------
                0.00    0.00     445/445         mark_slice [68]
[70]     0.0    0.00    0.00     445         caml_darken_all_roots_slice [70]
                0.00    0.00  298520/308988      caml_darken [53]
-----------------------------------------------
                0.00    0.00       1/289         camlStr__add_1222 [3559]
                0.00    0.00      32/289         camlStr__complement_1234 [3570]
                0.00    0.00     256/289         camlStr__entry [3580]
[71]     0.0    0.00    0.00     289         camlChar__chr_1206 [71]
-----------------------------------------------
                0.00    0.00     256/256         camlStr__entry [3580]
[72]     0.0    0.00    0.00     256         camlChar__lowercase_1217 [72]
-----------------------------------------------
                0.00    0.00     170/170         mark_slice [68]
[73]     0.0    0.00    0.00     170         generic_final_update [73]
-----------------------------------------------
                0.00    0.00       1/105         caml_thread_initialize [4776]
                0.00    0.00       1/105         caml_startup_exn [299]
                0.00    0.00       1/105         init_frame_descriptors [309]
                0.00    0.00       1/105         caml_ext_table_init [267]
                0.00    0.00       1/105         caml_input_val_core [282]
                0.00    0.00       1/105         caml_executable_name [265]
                0.00    0.00       1/105         generic_final_register [144]
                0.00    0.00       4/105         caml_strdup [143]
                0.00    0.00       4/105         caml_register_named_value [142]
                0.00    0.00       5/105         caml_open_descriptor_in [130]
                0.00    0.00       5/105         caml_register_custom_operations [131]
                0.00    0.00       6/105         caml_insert_global_root [118]
                0.00    0.00      74/105         caml_init_frame_descriptors [276]
[74]     0.0    0.00    0.00     105         caml_stat_alloc [74]
-----------------------------------------------
                0.00    0.00       1/88          caml_init_major_heap [279]
                0.00    0.00       2/88          do_compaction [199]
                0.00    0.00      85/88          init_sweep_phase [84]
[75]     0.0    0.00    0.00      88         caml_fl_init_merge [75]
-----------------------------------------------
                0.00    0.00      87/87          caml_do_roots [77]
[76]     0.0    0.00    0.00      87         caml_do_local_roots [76]
                0.00    0.00    9448/308988      caml_darken [53]
                0.00    0.00     272/19618       invert_pointer_at [59]
                0.00    0.00     272/7328        invert_root [60]
-----------------------------------------------
                0.00    0.00       2/87          do_compaction [199]
                0.00    0.00      85/87          start_cycle [85]
[77]     0.0    0.00    0.00      87         caml_do_roots [77]
                0.00    0.00    7024/19618       invert_pointer_at [59]
                0.00    0.00    7024/7328        invert_root [60]
                0.00    0.00      87/87          caml_do_local_roots [76]
                0.00    0.00      87/87          caml_final_do_roots [78]
                0.00    0.00      87/87          caml_scan_global_roots [79]
-----------------------------------------------
                0.00    0.00      87/87          caml_do_roots [77]
[78]     0.0    0.00    0.00      87         caml_final_do_roots [78]
                0.00    0.00     340/308988      caml_darken [53]
                0.00    0.00       8/19618       invert_pointer_at [59]
                0.00    0.00       8/7328        invert_root [60]
-----------------------------------------------
                0.00    0.00      87/87          caml_do_roots [77]
[79]     0.0    0.00    0.00      87         caml_scan_global_roots [79]
                0.00    0.00     510/308988      caml_darken [53]
                0.00    0.00      12/19618       invert_pointer_at [59]
                0.00    0.00      12/7328        invert_root [60]
-----------------------------------------------
                0.00    0.00      85/85          start_cycle [85]
[80]     0.0    0.00    0.00      85         caml_darken_all_roots_start [80]
-----------------------------------------------
                0.00    0.00      85/85          mark_slice [68]
[81]     0.0    0.00    0.00      85         caml_final_update_clean_phase [81]
-----------------------------------------------
                0.00    0.00      85/85          mark_slice [68]
[82]     0.0    0.00    0.00      85         caml_final_update_mark_phase [82]
-----------------------------------------------
                0.00    0.00       1/85          caml_finish_major_cycle [269]
                0.00    0.00      84/85          caml_major_collection_slice [44]
[83]     0.0    0.00    0.00      85         clean_slice [83]
                0.00    0.00     255/731189      caml_page_table_lookup [52]
                0.00    0.00      85/27958       caml_gc_message [58]
-----------------------------------------------
                0.00    0.00       1/85          caml_finish_major_cycle [269]
                0.00    0.00      84/85          caml_major_collection_slice [44]
[84]     0.0    0.00    0.00      85         init_sweep_phase [84]
                0.00    0.00      85/88          caml_fl_init_merge [75]
-----------------------------------------------
                0.00    0.00       1/85          caml_finish_major_cycle [269]
                0.00    0.00      84/85          caml_major_collection_slice [44]
[85]     0.0    0.00    0.00      85         start_cycle [85]
                0.00    0.00      85/27958       caml_gc_message [58]
                0.00    0.00      85/87          caml_do_roots [77]
                0.00    0.00      85/85          caml_darken_all_roots_start [80]
-----------------------------------------------
                0.00    0.00       1/84          caml_finish_major_cycle [269]
                0.00    0.00      83/84          caml_major_collection_slice [44]
[86]     0.0    0.00    0.00      84         caml_request_minor_gc [86]
-----------------------------------------------
                0.00    0.00       1/83          caml_init_major_heap [279]
                0.00    0.00       1/83          caml_compact_heap [261]
                0.00    0.00      81/83          caml_compact_heap_maybe [45]
[87]     0.0    0.00    0.00      83         caml_clip_heap_chunk_wsz [87]
-----------------------------------------------
                0.00    0.00       1/77          caml_init_atom_table [273]
                0.00    0.00       1/77          caml_init_major_heap [279]
                0.00    0.00       1/77          caml_set_minor_heap_size [297]
                0.00    0.00       1/77          caml_compact_heap [261]
                0.00    0.00      73/77          caml_startup_exn [299]
[88]     0.0    0.00    0.00      77         caml_page_table_add [88]
                0.00    0.00    1731/2691        caml_page_table_modify [63]
-----------------------------------------------
                0.00    0.00      68/68          extern_value [305]
[89]     0.0    0.00    0.00      68         writecode16 [89]
-----------------------------------------------
                0.00    0.00      51/51          parse_intnat [165]
[90]     0.0    0.00    0.00      51         parse_digit [90]
-----------------------------------------------
                0.00    0.00       1/49          camlBytes__copy_1226 [203]
                0.00    0.00      48/49          camlPervasives__$5e_1117 [97]
[91]     0.0    0.00    0.00      49         caml_blit_bytes [91]
-----------------------------------------------
                0.00    0.00      48/48          camlPervasives__$5e_1117 [97]
[92]     0.0    0.00    0.00      48         caml_blit_string [92]
-----------------------------------------------
                0.00    0.00       1/44          caml_thread_new_descriptor [4780]
                0.00    0.00       1/44          caml_install_signal_handler [183]
                0.00    0.00       1/44          caml_sys_get_argv [301]
                0.00    0.00       1/44          caml_sys_get_config [302]
                0.00    0.00       1/44          caml_obj_dup [286]
                0.00    0.00       2/44          caml_ml_out_channels_list [284]
                0.00    0.00      17/44          caml_make_vect [102]
                0.00    0.00      20/44          caml_alloc_custom [99]
[93]     0.0    0.00    0.00      44         caml_alloc_small [93]
-----------------------------------------------
                0.00    0.00       1/42          camlStr__complement_1234 [3570]
                0.00    0.00       1/42          camlStr__entry [3580]
                0.00    0.00       1/42          camlBytes__copy_1226 [203]
                0.00    0.00       1/42          camlBytes__entry [204]
                0.00    0.00       2/42          camlBytes__make_1216 [167]
                0.00    0.00       2/42          alloc_inet_addr [317]
                0.00    0.00       2/42          alloc_inet6_addr [316]
                0.00    0.00       2/42          caml_copy_string [177]
                0.00    0.00       6/42          caml_alloc_sprintf [117]
                0.00    0.00      24/42          camlPervasives__$5e_1117 [97]
[94]     0.0    0.00    0.00      42         caml_alloc_string [94]
-----------------------------------------------
                0.00    0.00       1/34          camlBatInnerIO__input_channel_inner_2473 [952]
                0.00    0.00       1/34          camlPervasives__at_exit_1391 [227]
                0.00    0.00       1/34          camlPrintexc__register_printer_1430 [241]
                0.00    0.00       1/34          caml_install_signal_handler [183]
                0.00    0.00       6/34          camlWeak__loop_1425 [28]
                0.00    0.00      24/34          caml_update_dummy [21]
[95]     0.0    0.00    0.00      34         caml_modify [95]
-----------------------------------------------
                0.00    0.00       1/30          camlStr__complement_1234 [3570]
                0.00    0.00       1/30          camlStr__entry [3580]
                0.00    0.00       1/30          camlBytes__copy_1226 [203]
                0.00    0.00       1/30          camlBytes__entry [204]
                0.00    0.00       2/30          camlBytes__make_1216 [167]
                0.00    0.00      24/30          camlPervasives__$5e_1117 [97]
[96]     0.0    0.00    0.00      30         caml_create_bytes [96]
-----------------------------------------------
                0.00    0.00       4/24          camlEvo_tkn__entry [4]
                0.00    0.00      20/24          camlPrint__print_tkn_s_2245 [168]
[97]     0.0    0.00    0.00      24         camlPervasives__$5e_1117 [97]
                0.00    0.00      48/49          caml_blit_bytes [91]
                0.00    0.00      48/48          caml_blit_string [92]
                0.00    0.00      24/42          caml_alloc_string [94]
                0.00    0.00      24/30          caml_create_bytes [96]
-----------------------------------------------
                0.00    0.00       1/22          camlImp__entry [219]
                0.00    0.00       1/22          camlTypes__entry [23]
                0.00    0.00       1/22          camlBatMap__entry [1556]
                0.00    0.00       1/22          camlUnix__entry [3900]
                0.00    0.00       1/22          camlPervasives__entry [229]
                0.00    0.00       1/22          camlSys__entry [249]
                0.00    0.00       1/22          camlArray__entry [201]
                0.00    0.00       1/22          camlQueue__entry [243]
                0.00    0.00       1/22          camlCamlinternalLazy__entry [209]
                0.00    0.00       1/22          camlCamlinternalFormat__entry [208]
                0.00    0.00       2/22          camlTy__entry [49]
                0.00    0.00       2/22          camlUtil__entry [252]
                0.00    0.00       2/22          camlBatEnum__entry [40]
                0.00    0.00       2/22          camlBatNumber__entry [1830]
                0.00    0.00       4/22          camlBatInnerIO__entry [881]
[98]     0.0    0.00    0.00      22         caml_fresh_oo_id [98]
-----------------------------------------------
                0.00    0.00       1/20          caml_thread_new_descriptor [4780]
                0.00    0.00       1/20          caml_mutex_new [4614]
                0.00    0.00       3/20          camlBig_int__big_int_of_int_1331 [2192]
                0.00    0.00       7/20          caml_alloc_channel [113]
                0.00    0.00       8/20          camlNat__make_nat_1304 [3116]
[99]     0.0    0.00    0.00      20         caml_alloc_custom [99]
                0.00    0.00      20/44          caml_alloc_small [93]
                0.00    0.00       2/4           alloc_generic_table [135]
                0.00    0.00       1/1           caml_realloc_custom_table [295]
-----------------------------------------------
                0.00    0.00       1/18          caml_obj_dup [286]
                0.00    0.00      17/18          caml_make_vect [102]
[100]    0.0    0.00    0.00      18         caml_alloc_small_with_my_or_given_profinfo [100]
-----------------------------------------------
                0.00    0.00       2/18          caml_ml_set_channel_name [186]
                0.00    0.00       3/18          parse_intnat [165]
                0.00    0.00       5/18          parse_format [134]
                0.00    0.00       8/18          caml_string_is_c_safe [111]
[101]    0.0    0.00    0.00      18         caml_string_length [101]
-----------------------------------------------
                0.00    0.00       1/17          camlBatEnum__entry [40]
                0.00    0.00       1/17          camlHashtbl__create_inner_2188 [216]
                0.00    0.00       3/17          camlWeak__loop_1425 [28]
                0.00    0.00      12/17          camlWeak__create_1352 [116]
[102]    0.0    0.00    0.00      17         caml_make_vect [102]
