Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  caml_init_gc
  0.00      0.00     0.00        1     0.00     0.00  caml_init_ieee_floats
  0.00      0.00     0.00        1     0.00     0.00  caml_init_major_heap
  0.00      0.00     0.00        1     0.00     0.00  caml_init_signals
  0.00      0.00     0.00        1     0.00     0.00  caml_input_val
  0.00      0.00     0.00        1     0.00     0.00  caml_input_val_core
  0.00      0.00     0.00        1     0.00     0.00  caml_input_value
  0.00      0.00     0.00        1     0.00     0.00  caml_make_free_blocks
  0.00      0.00     0.00        1     0.00     0.00  caml_ml_out_channels_list
  0.00      0.00     0.00        1     0.00     0.00  caml_normalize_heap_increment
  0.00      0.00     0.00        1     0.00     0.00  caml_obj_dup
  0.00      0.00     0.00        1     0.00     0.00  caml_obj_tag
  0.00      0.00     0.00        1     0.00     0.00  caml_output_val
  0.00      0.00     0.00        1     0.00     0.00  caml_output_value
  0.00      0.00     0.00        1     0.00     0.00  caml_page_table_initialize
  0.00      0.00     0.00        1     0.00     0.00  caml_parse_header
  0.00      0.00     0.00        1     0.00     0.00  caml_parse_ocamlrunparam
  0.00      0.00     0.00        1     0.00     0.00  caml_program
  0.00      0.00     0.00        1     0.00     0.00  caml_read_fd
  0.00      0.00     0.00        1     0.00     0.00  caml_realloc_custom_table
  0.00      0.00     0.00        1     0.00     0.00  caml_realloc_ephe_ref_table
  0.00      0.00     0.00        1     0.00     0.00  caml_set_minor_heap_size
  0.00      0.00     0.00        1     0.00     0.00  caml_startup_exn
  0.00      0.00     0.00        1     0.00     0.00  caml_sys_exit
  0.00      0.00     0.00        1     0.00     0.00  caml_sys_get_argv
  0.00      0.00     0.00        1     0.00     0.00  caml_sys_get_config
  0.00      0.00     0.00        1     0.00     0.00  caml_sys_init
  0.00      0.00     0.00        1     0.00     0.00  extern_replay_trail
  0.00      0.00     0.00        1     0.00     0.00  extern_value
  0.00      0.00     0.00        1     0.00     0.00  fill_hashtable
  0.00      0.00     0.00        1     0.00     0.00  init_extern_output
  0.00      0.00     0.00        1     0.00     0.00  init_frame_descriptors
  0.00      0.00     0.00        1     0.00     0.00  intern_cleanup
  0.00      0.00     0.00        1     0.00     0.00  writecode32

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
[1]      0.0    0.00    0.00       4+14      <cycle 1 as a whole> [1]
                0.00    0.00       5             camlArray__fold_left_1304 <cycle 1> [67]
                0.00    0.00       4+1           camlLang__print_2342 <cycle 1> [76]
                0.00    0.00       4             camlLang__set_reg_ptn_2787 <cycle 1> [77]
                0.00    0.00       3             camlLang__fun_6065 <cycle 1> [87]
                0.00    0.00       1             camlLang__fun_6239 <cycle 1> [178]
                0.00    0.00       1             camlLang__fun_6242 <cycle 1> [179]
-----------------------------------------------
[2]      0.0    0.00    0.00       2+33      <cycle 2 as a whole> [2]
                0.00    0.00      21+8           camlUtil__string_of_list_1226 <cycle 2> [30]
                0.00    0.00      14+12          camlPeg__print_ast_1236 <cycle 2> [41]
-----------------------------------------------
                0.00    0.00       1/32708       caml_obj_tag [251]
                0.00    0.00       4/32708       generic_final_register [84]
                0.00    0.00      14/32708       caml_make_vect [35]
                0.00    0.00     120/32708       compare_val [23]
                0.00    0.00   32569/32708       extern_value [268]
[3]      0.0    0.00    0.00   32708         caml_page_table_lookup [3]
-----------------------------------------------
                0.00    0.00   27496/27496       extern_value [268]
[4]      0.0    0.00    0.00   27496         writeblock [4]
-----------------------------------------------
                0.00    0.00    4493/4493        extern_value [268]
[5]      0.0    0.00    0.00    4493         writecode16 [5]
                0.00    0.00       3/6           grow_extern_output [66]
-----------------------------------------------
                0.00    0.00    1765/1765        extern_value [268]
[6]      0.0    0.00    0.00    1765         writecode8 [6]
-----------------------------------------------
                0.00    0.00    1587/1587        caml_page_table_add [18]
[7]      0.0    0.00    0.00    1587         caml_page_table_modify [7]
-----------------------------------------------
                0.00    0.00       2/1112        caml_ml_set_channel_name [134]
                0.00    0.00       3/1112        parse_intnat [116]
                0.00    0.00       7/1112        parse_format [57]
                0.00    0.00       8/1112        caml_string_is_c_safe [52]
                0.00    0.00    1092/1112        extern_value [268]
[8]      0.0    0.00    0.00    1112         caml_string_length [8]
-----------------------------------------------
                0.00    0.00       1/289         camlStr__add_1222 [3724]
                0.00    0.00      32/289         camlStr__complement_1234 [3735]
                0.00    0.00     256/289         camlStr__entry [3745]
[9]      0.0    0.00    0.00     289         camlChar__chr_1206 [9]
-----------------------------------------------
                0.00    0.00     256/256         camlStr__entry [3745]
[10]     0.0    0.00    0.00     256         camlChar__lowercase_1217 [10]
-----------------------------------------------
                0.00    0.00       1/237         camlBytes__copy_1226 [153]
                0.00    0.00     236/237         camlPervasives__$5e_1117 [15]
[11]     0.0    0.00    0.00     237         caml_blit_bytes [11]
-----------------------------------------------
                0.00    0.00     236/236         camlPervasives__$5e_1117 [15]
[12]     0.0    0.00    0.00     236         caml_blit_string [12]
-----------------------------------------------
                0.00    0.00       1/138         camlStr__complement_1234 [3735]
                0.00    0.00       1/138         camlStr__entry [3745]
                0.00    0.00       1/138         camlBytes__copy_1226 [153]
                0.00    0.00       1/138         camlBytes__entry [154]
                0.00    0.00       2/138         camlBytes__make_1216 [118]
                0.00    0.00       2/138         alloc_inet_addr [279]
                0.00    0.00       2/138         alloc_inet6_addr [278]
                0.00    0.00       2/138         caml_copy_string [127]
                0.00    0.00       8/138         caml_alloc_sprintf [50]
                0.00    0.00     118/138         camlPervasives__$5e_1117 [15]
[13]     0.0    0.00    0.00     138         caml_alloc_string [13]
-----------------------------------------------
                0.00    0.00       1/124         camlStr__complement_1234 [3735]
                0.00    0.00       1/124         camlStr__entry [3745]
                0.00    0.00       1/124         camlBytes__copy_1226 [153]
                0.00    0.00       1/124         camlBytes__entry [154]
                0.00    0.00       2/124         camlBytes__make_1216 [118]
                0.00    0.00     118/124         camlPervasives__$5e_1117 [15]
[14]     0.0    0.00    0.00     124         caml_create_bytes [14]
-----------------------------------------------
                0.00    0.00       2/118         camlLang__print_1737 [119]
                0.00    0.00       2/118         camlLang__fun_6166 [177]
                0.00    0.00       3/118         camlEvo_tkn__entry [163]
                0.00    0.00       3/118         camlLang__fun_6065 <cycle 1> [87]
                0.00    0.00       4/118         camlArray__fold_left_1304 <cycle 1> [67]
                0.00    0.00       7/118         camlLang__print_op_2660 [89]
                0.00    0.00       9/118         camlLang__run_2831 [183]
                0.00    0.00      10/118         camlLang__print_op_nd_2661 [120]
                0.00    0.00      11/118         camlLang__print_2342 <cycle 1> [76]
                0.00    0.00      24/118         camlUtil__string_of_list_1226 <cycle 2> [30]
                0.00    0.00      43/118         camlPeg__print_ast_1236 <cycle 2> [41]
[15]     0.0    0.00    0.00     118         camlPervasives__$5e_1117 [15]
                0.00    0.00     236/237         caml_blit_bytes [11]
                0.00    0.00     236/236         caml_blit_string [12]
                0.00    0.00     118/138         caml_alloc_string [13]
                0.00    0.00     118/124         caml_create_bytes [14]
-----------------------------------------------
                0.00    0.00       1/112         camlBatInnerIO__wrap_in_1522 [954]
                0.00    0.00       1/112         camlMap__add_1291 [90]
                0.00    0.00       4/112         camlMap__remove_1424 [92]
                0.00    0.00       6/112         camlBatInnerIO__wrap_out_1554 [955]
                0.00    0.00       6/112         camlArray__fold_left_1304 <cycle 1> [67]
                0.00    0.00      40/112         camlMap__find_1303 [47]
                0.00    0.00      54/112         camlBatList__loop_2514 [1348]
[16]     0.0    0.00    0.00     112         caml_apply2 [16]
-----------------------------------------------
                0.00    0.00       1/104         caml_thread_initialize [4840]
                0.00    0.00       1/104         caml_startup_exn [262]
                0.00    0.00       1/104         init_frame_descriptors [271]
                0.00    0.00       1/104         caml_ext_table_init [231]
                0.00    0.00       1/104         caml_input_val_core [245]
                0.00    0.00       1/104         caml_executable_name [229]
                0.00    0.00       1/104         generic_final_register [84]
                0.00    0.00       4/104         caml_strdup [82]
                0.00    0.00       4/104         caml_register_named_value [81]
                0.00    0.00       5/104         caml_open_descriptor_in [72]
                0.00    0.00       5/104         caml_register_custom_operations [73]
                0.00    0.00       6/104         caml_insert_global_root [61]
                0.00    0.00      73/104         caml_init_frame_descriptors [239]
[17]     0.0    0.00    0.00     104         caml_stat_alloc [17]
-----------------------------------------------
                0.00    0.00       1/75          caml_init_atom_table [236]
                0.00    0.00       1/75          caml_init_major_heap [242]
                0.00    0.00       1/75          caml_set_minor_heap_size [261]
                0.00    0.00      72/75          caml_startup_exn [262]
[18]     0.0    0.00    0.00      75         caml_page_table_add [18]
                0.00    0.00    1587/1587        caml_page_table_modify [7]
-----------------------------------------------
                0.00    0.00      54/54          camlBatList__loop_2514 [1348]
[19]     0.0    0.00    0.00      54         camlUtil__fun_4738 [19]
-----------------------------------------------
                0.00    0.00      51/51          parse_intnat [116]
[20]     0.0    0.00    0.00      51         parse_digit [20]
-----------------------------------------------
                0.00    0.00       1/46          caml_thread_new_descriptor [4844]
                0.00    0.00       1/46          caml_install_signal_handler [131]
                0.00    0.00       1/46          caml_sys_get_argv [264]
                0.00    0.00       1/46          caml_sys_get_config [265]
                0.00    0.00       1/46          caml_obj_dup [250]
                0.00    0.00       2/46          caml_ml_out_channels_list [248]
                0.00    0.00      19/46          caml_make_vect [35]
                0.00    0.00      20/46          caml_alloc_custom [31]
[21]     0.0    0.00    0.00      46         caml_alloc_small [21]
-----------------------------------------------
                0.00    0.00       2/46          caml_install_signal_handler [131]
                0.00    0.00      22/46          caml_enter_blocking_section [28]
                0.00    0.00      22/46          caml_leave_blocking_section [29]
[22]     0.0    0.00    0.00      46         caml_process_pending_signals [22]
-----------------------------------------------
                0.00    0.00       3/39          caml_lessequal [109]
                0.00    0.00      36/39          caml_compare [26]
[23]     0.0    0.00    0.00      39         compare_val [23]
                0.00    0.00     120/32708       caml_page_table_lookup [3]
-----------------------------------------------
